autores,ocorrencias,origem,nome_normalizado,possivel_duplicata
PG Balboa,1,citantes,pg balboa,False
"M Savari, B Khaleghi",1,citantes,m savari b khaleghi,False
"M Savari, HE Damaneh, HE Damaneh",1,citantes,m savari he damaneh he damaneh,False
"I Marković, H Yao, S Wielandt",1,citantes,i markovic h yao s wielandt,False
"LAS Cardoso, BDR de Mesquita",1,citantes,las cardoso bdr de mesquita,False
"ENN Elias, S Giehl, FR Amorim, MAR Schmidt",1,citantes,enn elias s giehl fr amorim mar schmidt,False
"T Mecheva, R Furnadzhiev, N Kakanakov",1,citantes,t mecheva r furnadzhiev n kakanakov,False
"SK Singh, AK Singh",1,citantes,sk singh ak singh,False
"R Khoshkangini, NR Kalia",1,citantes,r khoshkangini nr kalia,False
"A Handojo, N Pujawan, B Santosa",1,citantes,a handojo n pujawan b santosa,False
"LP Soares, HC Dias, GPB Garcia, CH Grohmann",1,citantes,lp soares hc dias gpb garcia ch grohmann,False
"TDT Uehara, T Sehn Körting",1,citantes,tdt uehara t sehn korting,False
"TDT Uehara, AR Soares, RP Quevedo",1,citantes,tdt uehara ar soares rp quevedo,False
"FM Carlos, VCF Gomes, GR de Queiroz",1,citantes,fm carlos vcf gomes gr de queiroz,False
"LE Damasceno, MMV de Paula",1,citantes,le damasceno mmv de paula,False
"AM Maciel, ML Rodrigues, Y Nunes, LB Luz",1,citantes,am maciel ml rodrigues y nunes lb luz,False
"T de Medeiros, B dos Santos, GET Oliveira",1,citantes,t de medeiros b dos santos get oliveira,False
"FB Marujo, MC Zaglia, L Vinhas, K Reis",1,citantes,fb marujo mc zaglia l vinhas k reis,False
"ED Okonta, GC Israel, FO Okeke",1,citantes,ed okonta gc israel fo okeke,False
"MO Rosa, KVO Fonseca, NP Kozievitch",1,citantes,mo rosa kvo fonseca np kozievitch,False
"SC de Andrade, J Porto de Albuquerque",1,citantes,sc de andrade j porto de albuquerque,False
VM Silva,1,citantes,vm silva,False
"MM Alam, L Torgo, A Bifet",1,citantes,mm alam l torgo a bifet,False
"AC Carniel, HC Gonçalves",1,citantes,ac carniel hc goncalves,False
"JPC Santos, CDA Ciferri",1,citantes,jpc santos cda ciferri,False
"JPC dos Santos, CD de Aguiar Ciferri",1,citantes,jpc dos santos cd de aguiar ciferri,False
"JG Costa, LF Ribeiro, GC Guerrero",1,citantes,jg costa lf ribeiro gc guerrero,False
"JG Costa, NP Kozievitch",1,citantes,jg costa np kozievitch,False
"JLSB Cavalcante, MP Sindeaux Neto",1,citantes,jlsb cavalcante mp sindeaux neto,False
"M Balan, J Daltio, S Passarinho",1,citantes,m balan j daltio s passarinho,False
"NC Gamarra, ACL Costa, MAC Ferreira",1,citantes,nc gamarra acl costa mac ferreira,False
"MH de Oliveira, MES Verissimo, BC da Silva",1,citantes,mh de oliveira mes verissimo bc da silva,False
"EB Maciel, MLA Albuquerque, ALM Pessanha",1,citantes,eb maciel mla albuquerque alm pessanha,False
"JF de França, CC Souza",1,citantes,jf de franca cc souza,False
"NAP Moreira, EF Castejon, MS Reis, LV Dutra",1,citantes,nap moreira ef castejon ms reis lv dutra,False
"H Guo, B Xu, H Yang, B Li, Y Yue, S Zhao",1,citantes,h guo b xu h yang b li y yue s zhao,False
MRG Meireles,1,citantes,mrg meireles,False
"J Daltio, AR Farias, LA Magalhães",1,citantes,j daltio ar farias la magalhaes,False
"J Daltio, M Balan, MF Fonseca, EC Mario Balan",1,citantes,j daltio m balan mf fonseca ec mario balan,False
O Mitxelena-hoyos,1,citantes,o mitxelenahoyos,False
"NS Trindade, AH Kronbauer, HG Aragão, J Campos",1,citantes,ns trindade ah kronbauer hg aragao j campos,False
"VG Sperandio, CH Tavares",1,citantes,vg sperandio ch tavares,False
"LP dos Reis, DS Kaster",1,citantes,lp dos reis ds kaster,False
"AM Abubahia, S Chakhar, M Cocea",1,citantes,am abubahia s chakhar m cocea,False
"MH Coelho, OO Bittencourt, F Morelli",1,citantes,mh coelho oo bittencourt f morelli,False
"OO Bittencourt, F Morelli, CA dos Santos Júnior",1,citantes,oo bittencourt f morelli ca dos santos junior,False
"OO Bittencourt, F Morelli, CAS Júnior",1,citantes,oo bittencourt f morelli cas junior,False
"CA dos Santos Júnior, OO Bittencourt, F Morelli",1,citantes,ca dos santos junior oo bittencourt f morelli,False
MA de Sousa Reis,1,citantes,ma de sousa reis,False
"OM Katipoğlu, M Keblouti",1,citantes,om katipoglu m keblouti,False
"VHC Lima, M de Arruda Pereira",1,citantes,vhc lima m de arruda pereira,False
"LO Bayma, MA Pereira",1,citantes,lo bayma ma pereira,False
"JM Oliveira-junior, M de Arruda Pereira",1,citantes,jm oliveirajunior m de arruda pereira,False
"VHA Alves, MA Pereira",1,citantes,vha alves ma pereira,False
"LA Nicolau, CA Davis Jr",1,citantes,la nicolau ca davis jr,False
"X Liu, F Yang, H Wei, M Gao",1,citantes,x liu f yang h wei m gao,False
"B Yang, M Zhao, Y Xing, F Zeng, Z Sun",1,citantes,b yang m zhao y xing f zeng z sun,False
"SST de Oliveira, LML Pascoal",1,citantes,sst de oliveira lml pascoal,False
"A Soares, T Körting, L Fonseca",1,citantes,a soares t korting l fonseca,False
"A Tamondong, IE Cadalzo, MS Estabillo",1,citantes,a tamondong ie cadalzo ms estabillo,False
"T Mulrooney, I Gutierrez",1,citantes,t mulrooney i gutierrez,False
"VF Schettini, RM de Oliveira Laguardia",1,citantes,vf schettini rm de oliveira laguardia,False
"CVM de Souza, FMD Barbosa, JEB de Souza Linhares",1,citantes,cvm de souza fmd barbosa jeb de souza linhares,False
"GM da Silva, BV Adorno, GR de Queiroz",1,citantes,gm da silva bv adorno gr de queiroz,False
"LR Tomás, GG Soares, AAS Jorge",1,citantes,lr tomas gg soares aas jorge,False
"F de Oliveira Simoyama, S Croope, LR Tomás",1,citantes,f de oliveira simoyama s croope lr tomas,False
"I Hossain, N Nower",1,citantes,i hossain n nower,False
"LS Ribeiro, TP Faleiros, M Holanda",1,citantes,ls ribeiro tp faleiros m holanda,False
ОЮ Краснобородько,1,citantes,ою краснобородько,False
"DB Alves, A Fidelis, F Pérez-cabello",1,citantes,db alves a fidelis f perezcabello,False
"Y Perez, PHT Schimit, FH Pereira",1,citantes,y perez pht schimit fh pereira,False
"IA Hadimlioglu, SA King",1,citantes,ia hadimlioglu sa king,False
"SG Santos, JC Melo, RG Constantino",1,citantes,sg santos jc melo rg constantino,False
"VJFS Santana, HJS Júnior, FCL Véras",1,citantes,vjfs santana hjs junior fcl veras,False
"HJ da Silva Júnior, FCL Véras",1,citantes,hj da silva junior fcl veras,False
"A Sanchez-atondo, L Garcia, J Calderon-ramirez",1,citantes,a sanchezatondo l garcia j calderonramirez,False
"S Wang, F Ding, Y Wang, A Gar On Yeh, G Huang",1,citantes,s wang f ding y wang a gar on yeh g huang,False
"CA Martin, R Proulx, M Vellend, L Fahrig",1,citantes,ca martin r proulx m vellend l fahrig,False
"J Siqueira-gay, LJ Sonter, LE Sánchez",1,citantes,j siqueiragay lj sonter le sanchez,False
"AK Neves, TS Körting, LMG Fonseca, MIS Escada",1,citantes,ak neves ts korting lmg fonseca mis escada,False
"FBJR Dallaqua, ÁL Fazenda, FA Faria",1,citantes,fbjr dallaqua al fazenda fa faria,False
"LO Junior, S Nunes, CS Junior",1,citantes,lo junior s nunes cs junior,False
"V do Prado Capanema, IDA Sanches, MIS Escada",1,citantes,v do prado capanema ida sanches mis escada,False
JL Hyde,1,citantes,jl hyde,False
"A Ibrahim, H Zhang, S Clinch, S Harper",1,citantes,a ibrahim h zhang s clinch s harper,False
"T Johnson, E Kanjo",1,citantes,t johnson e kanjo,False
"A Hadjipieris, N Dimitriou",1,citantes,a hadjipieris n dimitriou,False
"E Jean Milien, GM Nunes, G Pierre, SK Hamilton",1,citantes,e jean milien gm nunes g pierre sk hamilton,False
"M Pletsch, TV Penha, CHS Junior",1,citantes,m pletsch tv penha chs junior,False
EM Gonçalves,1,citantes,em goncalves,False
"PF de Aguiar, A Vieira",1,citantes,pf de aguiar a vieira,False
FS Valley,1,citantes,fs valley,False
CTP Barbosa,1,citantes,ctp barbosa,False
"BC Carvalho, RMA Figueira",1,citantes,bc carvalho rma figueira,False
"TM Pinheiro, C Esperança",1,citantes,tm pinheiro c esperanca,False
"MAJS Pletsch, TS Körting",1,citantes,majs pletsch ts korting,False
"AL Maciel, D Alves, S Sant'anna",1,citantes,al maciel d alves s santanna,False
"VDL Bezerra, MSR Queiroz, SJS Sant'anna",1,citantes,vdl bezerra msr queiroz sjs santanna,False
"SS Ribeiro, Adopdar Florestal",1,citantes,ss ribeiro adopdar florestal,False
"C Carvalho, AG Del Campo",1,citantes,c carvalho ag del campo,False
"JR Mayaud, S Anderson, M Tran, V Radić",1,citantes,jr mayaud s anderson m tran v radic,False
"DVC Almeida, PC Magalhães-matos",1,citantes,dvc almeida pc magalhaesmatos,False
S Althabiti,1,citantes,s althabiti,False
"JC da Silva Junior, V Medeiros, C Garrozi",1,citantes,jc da silva junior v medeiros c garrozi,False
"D Bezerra, J Junior, G Gonçalves",1,citantes,d bezerra j junior g goncalves,False
"VS Araujo, AF Andrade, SP Camboim",1,citantes,vs araujo af andrade sp camboim,False
"F Silveira, AA Machado, AF Andrade",1,citantes,f silveira aa machado af andrade,False
"VS Araujo, CR Sluter, SP Camboim",1,citantes,vs araujo cr sluter sp camboim,False
"A Kumari, S Tanwar, S Tyagi, N Kumar",1,citantes,a kumari s tanwar s tyagi n kumar,False
"BEB Semlali, C El Amrani, G Ortiz",1,citantes,beb semlali c el amrani g ortiz,False
"L Wang, J Yan, Y Ma",1,citantes,l wang j yan y ma,False
"M Rhif, A Ben Abbes, B Martinez, IR Farah",1,citantes,m rhif a ben abbes b martinez ir farah,False
"D Xu, Y Ma, J Yan, P Liu, L Chen",1,citantes,d xu y ma j yan p liu l chen,False
"Y Sabri, F Bahja, A Siham, A Maizate",1,citantes,y sabri f bahja a siham a maizate,False
"Y Sabri, A Siham",1,citantes,y sabri a siham,False
SST de Oliveira,1,citantes,sst de oliveira,False
"M Von Mehren, F Gieseke, J Verbesselt",1,citantes,m von mehren f gieseke j verbesselt,False
"MAA Rodrigues, HN Bendini, AR Soares",1,citantes,maa rodrigues hn bendini ar soares,False
"C Lynnes, T Huang",1,citantes,c lynnes t huang,False
"X Shen, L Huang, J Zhu, J Gao",1,citantes,x shen l huang j zhu j gao,False
CNO Sul,1,citantes,cno sul,False
"J Weipeng, T Dongxue, C Guangsheng",1,citantes,j weipeng t dongxue c guangsheng,False
S Wang,1,citantes,s wang,False
"M Rhif, AB Abbes, IR Farah",1,citantes,m rhif ab abbes ir farah,False
P Chen,1,citantes,p chen,False
"LFFG de Assis, K Reis, LV Ferreira, T Novack, A Zipf",1,citantes,lffg de assis k reis lv ferreira t novack a zipf,False
"P Krataithong, C Anutariya, M Buranarach",1,citantes,p krataithong c anutariya m buranarach,False
"X Liu, Q Huang, S Gao, J Xia",1,citantes,x liu q huang s gao j xia,False
"L Bermingham, I Lee",1,citantes,l bermingham i lee,False
"JR Benetka, J Krumm, PN Bennett",1,citantes,jr benetka j krumm pn bennett,False
"T Sakouhi, J Akaichi",1,citantes,t sakouhi j akaichi,False
"J Gong, R Li, H Yao, X Kang, S Li",1,citantes,j gong r li h yao x kang s li,False
F Bisone,1,citantes,f bisone,False
"H Senaratne, D Lehle, T Schreck",1,citantes,h senaratne d lehle t schreck,False
"R Chen, H Yao, R Li, X Kang, S Li, L Dong, J Gong",1,citantes,r chen h yao r li x kang s li l dong j gong,False
"Q Huang, X Liu",1,citantes,q huang x liu,False
LL Bermingham,1,citantes,ll bermingham,False
"HL Godinho Cassol, E Arai, E Eyji Sano, AC Dutra",1,citantes,hl godinho cassol e arai e eyji sano ac dutra,False
"MAA Dassan, EM Mattos, A Vrechi",1,citantes,maa dassan em mattos a vrechi,False
"AC Carniel, RR Ciferri, CD de Aguiar Ciferri",1,citantes,ac carniel rr ciferri cd de aguiar ciferri,False
"AC Carniel, TB da Silva",1,citantes,ac carniel tb da silva,False
EG Moreira,1,citantes,eg moreira,False
"SKP Kushwaha, S Raghavendra, H Pande",1,citantes,skp kushwaha s raghavendra h pande,False
"BF Frimpong, ARG Asonomaso-kwabre",1,citantes,bf frimpong arg asonomasokwabre,False
"S Bahuguna, S Anchal, D Guleria, M Devi",1,citantes,s bahuguna s anchal d guleria m devi,False
W Wanayumini,1,citantes,w wanayumini,False
"Z Zeraatkar, A Shahidi",1,citantes,z zeraatkar a shahidi,False
G Diaz,1,citantes,g diaz,False
"SB Hosseini, A Saremi, MHN Gheydari, H Sedghi",1,citantes,sb hosseini a saremi mhn gheydari h sedghi,False
MP Sangeetha Devi,1,citantes,mp sangeetha devi,False
"SB Hosseini, A Saremi",1,citantes,sb hosseini a saremi,False
"RS Mello, V Bogorny, LO Alvares",1,citantes,rs mello v bogorny lo alvares,False
"L May Petry, C Leite da Silva, A Esuli",1,citantes,l may petry c leite da silva a esuli,False
"LM Petry, CA Ferrero, LO Alvares, C Renso",1,citantes,lm petry ca ferrero lo alvares c renso,False
"CA Ferrero, LM Petry, LO Alvares, CL da Silva",1,citantes,ca ferrero lm petry lo alvares cl da silva,False
"T Tortelli Portela, J Tyska Carvalho",1,citantes,t tortelli portela j tyska carvalho,False
"I Varlamis, C Sardianos, V Bogorny",1,citantes,i varlamis c sardianos v bogorny,False
"H Noureddine, C Ray, C Claramunt",1,citantes,h noureddine c ray c claramunt,False
"H Noureddine, C Ray",1,citantes,h noureddine c ray,False
"I Ostroumov, Y Averyanova",1,citantes,i ostroumov y averyanova,False
"C Moreau, T Devogele, C de Runz",1,citantes,c moreau t devogele c de runz,False
"APR de Souza, C Renso, R Perego",1,citantes,apr de souza c renso r perego,False
"Y Santos, R Giuliani, T Portela, C Renso",1,citantes,y santos r giuliani t portela c renso,False
"P Xiao, M Ang, Z Jiawei, W Lei",1,citantes,p xiao m ang z jiawei w lei,False
"TT Portela, F Vicenzi, V Bogorny",1,citantes,tt portela f vicenzi v bogorny,False
"C Moreau, T Devogele, L Etienne, V Peralta",1,citantes,c moreau t devogele l etienne v peralta,False
"S Chen, X Hu, W Jiang, W Zhou, X Ding",1,citantes,s chen x hu w jiang w zhou x ding,False
"A Esuli, LM Petry, C Renso, V Bogorny",1,citantes,a esuli lm petry c renso v bogorny,False
"U Mir, U Abbasi, Y Yang, ZA Bhatti, T Mir",1,citantes,u mir u abbasi y yang za bhatti t mir,False
"CA Ferrero, LM Petry, LO Alvares, W Zalewski",1,citantes,ca ferrero lm petry lo alvares w zalewski,False
"Y Santos, JT Carvalho",1,citantes,y santos jt carvalho,False
C Moreau,1,citantes,c moreau,False
"PK Vs, S Abraham, S Thomas, B Jose",1,citantes,pk vs s abraham s thomas b jose,False
"TT Portela, CL da Silva, JT Carvalho",1,citantes,tt portela cl da silva jt carvalho,False
N Phung,1,citantes,n phung,False
"C Moreau, T Devogele",1,citantes,c moreau t devogele,False
C Pugliese,1,citantes,c pugliese,False
ZC Dagdia,1,citantes,zc dagdia,False
ML Remião,1,citantes,ml remiao,False
"C Moreau, T Devogele, L Etienne",1,citantes,c moreau t devogele l etienne,False
"F Bisone, L Étienne, T Devogele",1,citantes,f bisone l etienne t devogele,False
"Y Santos, J Tyska, V Bogorny",1,citantes,y santos j tyska v bogorny,False
H Noureddine,1,citantes,h noureddine,False
D Noel,1,citantes,d noel,False
LEIB Co-encadrant,1,citantes,leib coencadrant,False
"J Silveira, G García, A Paiva, M Nery, S Adorno",1,citantes,j silveira g garcia a paiva m nery s adorno,False
"CLM Jerônimo, CEC Campelo",1,citantes,clm jeronimo cec campelo,False
"SVG de Magalhães, WR Franklin, MVA Andrade",1,citantes,svg de magalhaes wr franklin mva andrade,False
"SVG Magalhães, WR Franklin",1,citantes,svg magalhaes wr franklin,False
"SVG de Magalhães, W Randolph Franklin",1,citantes,svg de magalhaes w randolph franklin,False
"W Randolph Franklin, SVG de Magalhães",1,citantes,w randolph franklin svg de magalhaes,False
J Henneberg,1,citantes,j henneberg,False
"H Tamiminia, B Salehi, M Mahdianpari",1,citantes,h tamiminia b salehi m mahdianpari,False
H Tamiminia,1,citantes,h tamiminia,False
"L Mendes, MRM Romeiro, LJL Pimenta, W Oliveira",1,citantes,l mendes mrm romeiro ljl pimenta w oliveira,False
J Böde,1,citantes,j bode,False
"N Hoseinzadeh, Y Liu, LD Han, C Brakewood",1,citantes,n hoseinzadeh y liu ld han c brakewood,False
"X Li, B Dadashova, S Yu, Z Zhang",1,citantes,x li b dadashova s yu z zhang,False
"Z Zhang, LD Han, Y Liu",1,citantes,z zhang ld han y liu,False
"SM Khan, M Chowdhury, LB Ngo, A Apon",1,citantes,sm khan m chowdhury lb ngo a apon,False
M Amin-naseri,1,citantes,m aminnaseri,False
"A Sandt, J Mccombs, H Al-deek",1,citantes,a sandt j mccombs h aldeek,False
"A Girin, N Teslya",1,citantes,a girin n teslya,False
"LG Cuenca, N Aliane, E Puertas",1,citantes,lg cuenca n aliane e puertas,False
RS da Silva,1,citantes,rs da silva,False
X Li,1,citantes,x li,False
"S Tian, Z Yang, Q Yin, Y Yue, X Pei, Z Zhang",1,citantes,s tian z yang q yin y yue x pei z zhang,False
N Hoseinzadeh,1,citantes,n hoseinzadeh,False
"M Gouezo, C Langlais, J Beardsley, G Roff",1,citantes,m gouezo c langlais j beardsley g roff,False
"MSE Explícitos, WSF E Silva, TG de Senna Carneiro",1,citantes,mse explicitos wsf e silva tg de senna carneiro,False
"ACO Silva, LMG Fonseca, TS Körting, MIS Escada",1,citantes,aco silva lmg fonseca ts korting mis escada,False
"C Brasileiro, AC de Oliveira Silva, LMG Fonseca",1,citantes,c brasileiro ac de oliveira silva lmg fonseca,False
"H Herodotou, S Aslam, H Holm, S Theodossiou",1,citantes,h herodotou s aslam h holm s theodossiou,False
"L Etienne, C Ray, E Camossi, C Iphar",1,citantes,l etienne c ray e camossi c iphar,False
"L Lu, H Zhao, H Zhou, Y Jiang",1,citantes,l lu h zhao h zhou y jiang,False
"N Junior, M Roberto",1,citantes,n junior m roberto,False
"F Flores, G Rafael, R Arévalo, D Andrés",1,citantes,f flores g rafael r arevalo d andres,False
"M Borowska-stefańska, M Kowalski",1,citantes,m borowskastefanska m kowalski,False
"J Siqueira-gay, ALCF Gallardo, M Giannotti",1,citantes,j siqueiragay alcf gallardo m giannotti,False
"J Siqueira-gay, APA Dibo, MA Giannotti",1,citantes,j siqueiragay apa dibo ma giannotti,False
"N Ferguson, G Boura, A Gray, E Patelli, E Tubaldi",1,citantes,n ferguson g boura a gray e patelli e tubaldi,False
"J Siqueira-gay, MA Giannotti, M Sester",1,citantes,j siqueiragay ma giannotti m sester,False
"Y Bichibichi, NP Kozievitch, RD da Silva",1,citantes,y bichibichi np kozievitch rd da silva,False
"J Siqueira-gay, APA Dibo",1,citantes,j siqueiragay apa dibo,False
"N Chergui, MT Kechadi",1,citantes,n chergui mt kechadi,False
"MGM Gonçalves, FAP Avalos, JV dos Reis",1,citantes,mgm goncalves fap avalos jv dos reis,False
"A Patel, NC Debnath",1,citantes,a patel nc debnath,False
"M Nogueira, R dos Santos",1,citantes,m nogueira r dos santos,False
"KR Makkena, A Gautam",1,citantes,kr makkena a gautam,False
"EA Speranza, RR Ciferri",1,citantes,ea speranza rr ciferri,False
"N Sidhu, E Pebesma, G Câmara",1,citantes,n sidhu e pebesma g camara,False
"KR Ferreira, GR Queiroz, L Vinhas, RFB Marujo",1,citantes,kr ferreira gr queiroz l vinhas rfb marujo,False
"MCA Picoli, G Camara, I Sanches, R Simões",1,citantes,mca picoli g camara i sanches r simoes,False
"R Simoes, MCA Picoli, G Camara, A Maciel, L Santos",1,citantes,r simoes mca picoli g camara a maciel l santos,False
I Khosravi,1,citantes,i khosravi,False
"VM Rodríguez-moreno, AR Martinez-sifuentes",1,citantes,vm rodriguezmoreno ar martinezsifuentes,False
"ML Rodrigues, TS Körting",1,citantes,ml rodrigues ts korting,False
"K Wang, P Yue, D Yu, R Liu, H Deng",1,citantes,k wang p yue d yu r liu h deng,False
"MA de Souza, DPGB Ferraz",1,citantes,ma de souza dpgb ferraz,False
"G Camara, G Queiroz, L Vinhas, K Ferreira",1,citantes,g camara g queiroz l vinhas k ferreira,False
"V Gomes, GR de Queiroz, K Ferreira",1,citantes,v gomes gr de queiroz k ferreira,False
"DM Uba, JC Ceballos",1,citantes,dm uba jc ceballos,False
"F Zioti, VCF Gomes, E Llapa, GR de Queiroz",1,citantes,f zioti vcf gomes e llapa gr de queiroz,False
"MA de Souza, DPGB Ferraz, CB Madureira",1,citantes,ma de souza dpgb ferraz cb madureira,False
J Eberle,1,citantes,j eberle,False
"L Enamoto, L Weigang",1,citantes,l enamoto l weigang,False
"CLZ da Cruz, TLC dos Santos, CBM Cruz",1,citantes,clz da cruz tlc dos santos cbm cruz,False
"GK Alves, KR Ferreira, B Schultz, TG Rodrigues",1,citantes,gk alves kr ferreira b schultz tg rodrigues,False
"JLP Barker, CJA Macleod",1,citantes,jlp barker cja macleod,False
"K Tzavella, A Fekete, F Fiedrich",1,citantes,k tzavella a fekete f fiedrich,False
"L Tarachucky, J Sabatini-marques, T Yigitcanlar",1,citantes,l tarachucky j sabatinimarques t yigitcanlar,False
"N Donratanapat, S Samadi, JM Vidal",1,citantes,n donratanapat s samadi jm vidal,False
"TAG da Costa, RI Meneguette, J Ueyama",1,citantes,tag da costa ri meneguette j ueyama,False
"FEA Horita, RB Vilela, RG Martins",1,citantes,fea horita rb vilela rg martins,False
"LF Fg de Assis, F Ea Horita, E P. de Freitas, J Ueyama",1,citantes,lf fg de assis f ea horita e p de freitas j ueyama,False
"S Andrews, T Day, K Domdouzis, L Hirsch",1,citantes,s andrews t day k domdouzis l hirsch,False
"JP de Albuquerque, FEA Horita",1,citantes,jp de albuquerque fea horita,False
PGM de Redes,1,citantes,pgm de redes,False
"S Martín, H Uzkeda, J Poblet, M Bulnes",1,citantes,s martin h uzkeda j poblet m bulnes,False
"MP Libório, O da Silva Martinuci, RM Hadad",1,citantes,mp liborio o da silva martinuci rm hadad,False
"PKB Forcel, EL Miyasaka, TA Cunha",1,citantes,pkb forcel el miyasaka ta cunha,False
"GC de Oliveira, TM Anazawa, AMV Monteiro",1,citantes,gc de oliveira tm anazawa amv monteiro,False
"GC Oliveira, TM Anazawa, AMV Monteiro",1,citantes,gc oliveira tm anazawa amv monteiro,False
"P Eksert, H Akcin",1,citantes,p eksert h akcin,False
"BP Hall, MP Dube",1,citantes,bp hall mp dube,False
"J Crompton, TC Coburn, M Maucec",1,citantes,j crompton tc coburn m maucec,False
"LA Santos, KR Ferreira, GR de Queiroz, L Vinhas",1,citantes,la santos kr ferreira gr de queiroz l vinhas,False
"AG de Oliveira Junior, DFA Fontes, PR Andrade",1,citantes,ag de oliveira junior dfa fontes pr andrade,False
"RM Wiyadi, Y Syahnur, Y Supriyadi",1,citantes,rm wiyadi y syahnur y supriyadi,False
S Eremeev,1,citantes,s eremeev,False
"JD Bulanadi, GM Tumibay",1,citantes,jd bulanadi gm tumibay,False
"DDM Pamplona, JRG Lansangan, EB Barrios",1,citantes,ddm pamplona jrg lansangan eb barrios,False
"WR Franklin, SVG Magalhães",1,citantes,wr franklin svg magalhaes,False
"FP Freiman, DR dos Santos",1,citantes,fp freiman dr dos santos,False
"AV Vicentiy, MG Shishaev",1,citantes,av vicentiy mg shishaev,False
AV Vicentiy,1,citantes,av vicentiy,False
"БМ Пилецкий, АВ Вицентий",1,citantes,бм пилецкии ав вицентии,False
"Y Liao, J Gil, S Yeh, RHM Pereira",1,citantes,y liao j gil s yeh rhm pereira,False
"R Wang, Q Chen, Y Wang, L Xiong, B Shen",1,citantes,r wang q chen y wang l xiong b shen,False
"AR Soares, HN Bendini, DV Vaz",1,citantes,ar soares hn bendini dv vaz,False
"HN Bendini, LMG Fonseca, TS Körting",1,citantes,hn bendini lmg fonseca ts korting,False
D Lüdtke,1,citantes,d ludtke,False
"LAP da Silva, ÉL Bolfe, CMP de Souza",1,citantes,lap da silva el bolfe cmp de souza,False
"H Amirat, N Lagraa, P Fournier-viger",1,citantes,h amirat n lagraa p fournierviger,False
M Abdalla,1,citantes,m abdalla,False
"H Amirat, N Lagraa, P Fournier-viger, Y Ouinten",1,citantes,h amirat n lagraa p fournierviger y ouinten,False
"M Abdalla, A Hendawi, N Elgamal",1,citantes,m abdalla a hendawi n elgamal,False
"H Yang, B Lei, K Han, L Liu",1,citantes,h yang b lei k han l liu,False
"FDN Neto, CDS Baptista",1,citantes,fdn neto cds baptista,False
"VS Tiwari, A Arya",1,citantes,vs tiwari a arya,False
"PM Harish, BR Yeomans, A Herrmann",1,citantes,pm harish br yeomans a herrmann,False
"MP Souza, AAM Oliveira, MA Pereira",1,citantes,mp souza aam oliveira ma pereira,False
M Mondal,1,citantes,m mondal,False
"E de Barros Alcântara, M de Arruda Pereira",1,citantes,e de barros alcantara m de arruda pereira,False
"J Salazar-carrillo, M Torres-ruiz, CA Davis Jr",1,citantes,j salazarcarrillo m torresruiz ca davis jr,False
"SR dos Santos, CA Davis Jr",1,citantes,sr dos santos ca davis jr,False
"Z Shahzad, R Arshad, S Ali",1,citantes,z shahzad r arshad s ali,False
"C Çiftçi, H Kazan",1,citantes,c ciftci h kazan,False
"R Tan, Y Zhang",1,citantes,r tan y zhang,False
"YE Leichsenring, RS Parpinelli",1,citantes,ye leichsenring rs parpinelli,False
"W Zhao, W Kang, X Liu, X Su, Y Zhang",1,citantes,w zhao w kang x liu x su y zhang,False
AA dos Santos,1,citantes,aa dos santos,False
"D Sylvan, JL Arcand",1,citantes,d sylvan jl arcand,False
DB Seufitelli,1,citantes,db seufitelli,False
"J Ao, Y Liu, B Liang, R Jing, Y Shao, S Li",1,citantes,j ao y liu b liang r jing y shao s li,False
"S Tsuchida, K Yoshimura, N Nakamura, N Asanuma",1,citantes,s tsuchida k yoshimura n nakamura n asanuma,False
"EM Gonçalves, LAK Veiga",1,citantes,em goncalves lak veiga,False
"S Georganos, T Grippa, M Lennert, S Vanhuysse",1,citantes,s georganos t grippa m lennert s vanhuysse,False
"B Beaumont, T Grippa, M Lennert",1,citantes,b beaumont t grippa m lennert,False
"C Bassine, J Radoux, B Beaumont, T Grippa",1,citantes,c bassine j radoux b beaumont t grippa,False
"M Lennert, T Grippa, J Radoux",1,citantes,m lennert t grippa j radoux,False
"G Chatzigeorgakidis, D Skoutas",1,citantes,g chatzigeorgakidis d skoutas,False
"PS Tanaka, MR Vieira",1,citantes,ps tanaka mr vieira,False
"Y Cao, J Zhu, F Gao",1,citantes,y cao j zhu f gao,False
"J Batista, E Guerra, F Corrêa",1,citantes,j batista e guerra f correa,False
"VH Bezerra, D dos Santos Kaster",1,citantes,vh bezerra d dos santos kaster,False
"RT de Araújo, D dos Santos Kaster",1,citantes,rt de araujo d dos santos kaster,False
"DV Monteiro, RDC dos Santos",1,citantes,dv monteiro rdc dos santos,False
"X Di, DJ Lew, KW Nam",1,citantes,x di dj lew kw nam,False
"V Bezerra, D Sanches, D Kaster",1,citantes,v bezerra d sanches d kaster,False
J Pinaire,1,citantes,j pinaire,False
"S Liyanage, H Dia, R Abduljabbar, SA Bagloee",1,citantes,s liyanage h dia r abduljabbar sa bagloee,False
"A Ochoa-zezzatti, U Carbajal, O Castillo",1,citantes,a ochoazezzatti u carbajal o castillo,False
"YK Lin, CF Chen, TY Chou",1,citantes,yk lin cf chen ty chou,False
CPM Afonso,1,citantes,cpm afonso,False
"C Afonso, A Alves",1,citantes,c afonso a alves,False
JJF Rodriguez Vila,1,citantes,jjf rodriguez vila,False
U Carbajal Márquez,1,citantes,u carbajal marquez,False
IAB Mastenbroek,1,citantes,iab mastenbroek,False
