autores,ocorrencias,origem,nome_normalizado,possivel_duplicata
"K Ooms, PD Maeyer, V Fack, EV Assche",1,citantes,k ooms pd maeyer v fack ev assche,False
"P Bobák, L Čmolík, M Čadík",1,citantes,p bobak l cmolik m cadik,False
"M Vaaraniemi, M Treib, R Westermann",1,citantes,m vaaraniemi m treib r westermann,False
"S Burigat, L Chittaro",1,citantes,s burigat l chittaro,False
"Y Zhang, Z Qin, J Ma, Q Zhang, X Wang",1,citantes,y zhang z qin j ma q zhang x wang,False
"M Laurent, ÉD Taillard, O Ertz, F Grin",1,citantes,m laurent ed taillard o ertz f grin,False
"O Ertz, M Laurent, D Rappo, A Sae-tang",1,citantes,o ertz m laurent d rappo a saetang,False
"P Kumar, K Zhang, Y Wang",1,citantes,p kumar k zhang y wang,False
"N Abe, K Kuroda, Y Kamata, S Midoritani",1,citantes,n abe k kuroda y kamata s midoritani,False
Y Zhu,1,citantes,y zhu,False
SD Peterson,1,citantes,sd peterson,False
NE Jivan,1,citantes,ne jivan,False
范毅伦， 吕胜蓝， 郭杰， 周芳芳,1,citantes,范毅伦 吕胜蓝 郭杰 周芳芳,False
"N Ezzati-jivan, A Shameli-sendi",1,citantes,n ezzatijivan a shamelisendi,False
VR Braga,1,citantes,vr braga,False
"GM Ribeiro, GL Cravo",1,citantes,gm ribeiro gl cravo,False
M Vaaraniemi,1,citantes,m vaaraniemi,False
A Gemsa,1,citantes,a gemsa,False
V Lehtinen,1,citantes,v lehtinen,False
"O Akile, E Sevilgen",1,citantes,o akile e sevilgen,False
MR Hasan,1,citantes,mr hasan,False
YC Lin,1,citantes,yc lin,False
"H Cords, M Luboschik, H Schumann",1,citantes,h cords m luboschik h schumann,False
H Dugardeyn,1,citantes,h dugardeyn,False
H Cords,1,citantes,h cords,False
RM Pombo,1,citantes,rm pombo,False
MLÉD Taillard,1,citantes,mled taillard,False
"P Pinheiro da Silva, AA Velasco, M Ceberio, C Servin",1,citantes,p pinheiro da silva aa velasco m ceberio c servin,False
"AQ Gates, V Kreinovich, L Longpré, P Pinheiro da Silva",1,citantes,aq gates v kreinovich l longpre p pinheiro da silva,False
MB Castro,1,citantes,mb castro,False
NS Ribeiro,1,citantes,ns ribeiro,False
"PP da Silva, A Velasco, O Kosheleva",1,citantes,pp da silva a velasco o kosheleva,False
"PP da Silva, A Velasco",1,citantes,pp da silva a velasco,False
"NS Ribeiro, M Raeder, LG Fernandes",1,citantes,ns ribeiro m raeder lg fernandes,False
"M Raeder, D Griebler, N Ribeiro",1,citantes,m raeder d griebler n ribeiro,False
"O Kosheleva, K Villaverde",1,citantes,o kosheleva k villaverde,False
"SL de Oliveira, TL Rego",1,citantes,sl de oliveira tl rego,False
A Farage-figueiredo,1,citantes,a faragefigueiredo,False
"T de Almeida Silveira, MBB Barros Filho, RJAF Alves",1,citantes,t de almeida silveira mbb barros filho rjaf alves,False
"TA Silveira, MBB Barros Filho",1,citantes,ta silveira mbb barros filho,False
"SC Neto, LC Prearo",1,citantes,sc neto lc prearo,False
"LG Azevedo, G Zimbrão1, JM de Souza",1,citantes,lg azevedo g zimbrao1 jm de souza,False
"LG Azevedo, RH Güting, RB Rodrigues",1,citantes,lg azevedo rh guting rb rodrigues,False
"LG Azevedo, G Zimbrão, JM de Souza",1,citantes,lg azevedo g zimbrao jm de souza,False
"MS Veloso, FA Baião, L Azevedo",1,citantes,ms veloso fa baiao l azevedo,False
"MS Veloso, FA Baião, LG Azevedo",1,citantes,ms veloso fa baiao lg azevedo,False
"AA Frozza, RS Mello",1,citantes,aa frozza rs mello,False
徐邦海， 刘晓婷， 蒋泽军,1,citantes,徐邦海 刘晓婷 蒋泽军,False
"ER Sacramento, VMP Vidal, MA Casanova",1,citantes,er sacramento vmp vidal ma casanova,False
"KS Hornsby, N Li",1,citantes,ks hornsby n li,False
"S Hubbard, KS Hornsby",1,citantes,s hubbard ks hornsby,False
JV Christensen,1,citantes,jv christensen,False
"AAT Bui, RK Taira",1,citantes,aat bui rk taira,False
"M Martinez, S Levachkine",1,citantes,m martinez s levachkine,False
"MI Mahmoud, SM Jassim",1,citantes,mi mahmoud sm jassim,False
SA Hubbard,1,citantes,sa hubbard,False
SJ Cole,1,citantes,sj cole,False
"F Tian, Q Mao, Y Zhang, G Chen",1,citantes,f tian q mao y zhang g chen,False
"C Glez-morcillo, D Vallejo, J Albusac",1,citantes,c glezmorcillo d vallejo j albusac,False
"Y Ma, F Tian, W Liu, M Tang, J Li, G Chen",1,citantes,y ma f tian w liu m tang j li g chen,False
"B Li, G Chen, F Tian, B Shao, P Ji",1,citantes,b li g chen f tian b shao p ji,False
"J Zhang, J Sun, Z Jin, Y Zhang, Q Zhai",1,citantes,j zhang j sun z jin y zhang q zhai,False
"V Moolani, R Balasubramanian",1,citantes,v moolani r balasubramanian,False
"D Vallejo, C Glez-morcillo, J Angulo",1,citantes,d vallejo c glezmorcillo j angulo,False
"CM de Lima, LMG Gonçalves, C Bentes, RC Farias",1,citantes,cm de lima lmg goncalves c bentes rc farias,False
"C Glez-morcillo, D Vallejo",1,citantes,c glezmorcillo d vallejo,False
"VL Rodrigues, ÂS Cavalier, MVA Andrade",1,citantes,vl rodrigues as cavalier mva andrade,False
L Lehto,1,citantes,l lehto,False
정용희， 양평우， 이창우， 남광우,1,citantes,정용희 양평우 이창우 남광우,False
"FF Feitosa, G Camara, AMV Monteiro",1,citantes,ff feitosa g camara amv monteiro,False
JR Vignoli,1,citantes,jr vignoli,False
"AL Pearson, E Griffin, A Davies, S Kingham",1,citantes,al pearson e griffin a davies s kingham,False
S Linares,1,citantes,s linares,False
"G Meng, GB Hall, S Roberts",1,citantes,g meng gb hall s roberts,False
"C Vîlcea, L Popescu",1,citantes,c vilcea l popescu,False
JP Kolb,1,citantes,jp kolb,False
"MS Muhammad, R Kasim, D Martin, AA Aliyu",1,citantes,ms muhammad r kasim d martin aa aliyu,False
"FF Feitosa, G Câmara, AMV Monteiro, T Koschitzki",1,citantes,ff feitosa g camara amv monteiro t koschitzki,False
AF Useche Luque,1,citantes,af useche luque,False
MB Prieto,1,citantes,mb prieto,False
M Pisati,1,citantes,m pisati,False
SL Obenhaus,1,citantes,sl obenhaus,False
MAU Sánchez,1,citantes,mau sanchez,False
"P Arvanitidis, G Grigoriou, P Vergou, P Manetos",1,citantes,p arvanitidis g grigoriou p vergou p manetos,False
I Ratkaj,1,citantes,i ratkaj,False
AB Varela,1,citantes,ab varela,False
IW de Vries,1,citantes,iw de vries,False
I de Vries,1,citantes,i de vries,False
S Puissant,1,citantes,s puissant,False
"A Buccella, A Cechich, P Fillottrani",1,citantes,a buccella a cechich p fillottrani,False
"RL Fonseca, EG Llano",1,citantes,rl fonseca eg llano,False
"N Machado-garcía, L González-ruiz",1,citantes,n machadogarcia l gonzalezruiz,False
"A Buccella, A Cechich, D Gendarmi, F Lanubile",1,citantes,a buccella a cechich d gendarmi f lanubile,False
"A Buccella, L Perez, A Cechich",1,citantes,a buccella l perez a cechich,False
Y Xue,1,citantes,y xue,False
"H Abbes, F Gargouri",1,citantes,h abbes f gargouri,False
A Buccella,1,citantes,a buccella,False
"R Oliva Santos, E Garea-llano",1,citantes,r oliva santos e gareallano,False
"RL Fonseca, E Garea Llano",1,citantes,rl fonseca e garea llano,False
"RO Santos, FM Pérez, EG Llano",1,citantes,ro santos fm perez eg llano,False
NM García,1,citantes,nm garcia,False
"MG Neili, GR Lilibeth, BE Carlos",1,citantes,mg neili gr lilibeth be carlos,False
Z Altunkaya,1,citantes,z altunkaya,False
"M Bogdanović, D Vulović, A Stanimirović, L Stoimenov",1,citantes,m bogdanovic d vulovic a stanimirovic l stoimenov,False
MD Bogdanović,1,citantes,md bogdanovic,False
AD Education,1,citantes,ad education,False
Arbeitsgruppe Automation In Der Kartographie,1,citantes,arbeitsgruppe automation in der kartographie,False
HD Ehrich,1,citantes,hd ehrich,False
"FM Adolf, H Hirschmüller",1,citantes,fm adolf h hirschmuller,False
FM Adolf,1,citantes,fm adolf,False
"M Boratto, P Alonso",1,citantes,m boratto p alonso,False
M Boratto,1,citantes,m boratto,False
"N Cipriani, M Wieland, M Grossmann, D Nicklas",1,citantes,n cipriani m wieland m grossmann d nicklas,False
"D Nicklas, T Schwarz, B Mitschang",1,citantes,d nicklas t schwarz b mitschang,False
E Aitenbichler,1,citantes,e aitenbichler,False
"B Mitschang, D Nicklas, M Grossmann",1,citantes,b mitschang d nicklas m grossmann,False
"M Wieland, F Leymann, L Jendoubi, D Nicklas",1,citantes,m wieland f leymann l jendoubi d nicklas,False
"M Grossmann, N Hönle, D Nicklas",1,citantes,m grossmann n honle d nicklas,False
"M Wieland, D Nicklas",1,citantes,m wieland d nicklas,False
"C Becker, F Dürr, M Knoll",1,citantes,c becker f durr m knoll,False
"D Nicklas, M Grossmann, M Wieland",1,citantes,d nicklas m grossmann m wieland,False
"N Cipriani, M Wieland, M Grossmann",1,citantes,n cipriani m wieland m grossmann,False
"T Schwarz, M Grossmann, D Nicklas",1,citantes,t schwarz m grossmann d nicklas,False
T Wilder,1,citantes,t wilder,False
"JP Silva, MY Santos",1,citantes,jp silva my santos,False
"M Yasmina Santos, J Mendes, A Moreira",1,citantes,m yasmina santos j mendes a moreira,False
J Melecio Viñales,1,citantes,j melecio vinales,False
"C Li, H Xiong",1,citantes,c li h xiong,False
"Y Li, CH Davis",1,citantes,y li ch davis,False
"S Kovalsky, R Hagege, JM Francos",1,citantes,s kovalsky r hagege jm francos,False
"H Matsuo, C Pryor, L Sessions",1,citantes,h matsuo c pryor l sessions,False
"R Unrau, C Kray",1,citantes,r unrau c kray,False
MM Haklay,1,citantes,mm haklay,False
"ZA Khan, M Adnan",1,citantes,za khan m adnan,False
"J Schimiguel, MCC Baranauskas, CB Medeiros",1,citantes,j schimiguel mcc baranauskas cb medeiros,False
"EK Mwangi, S Kimani, A Mindila",1,citantes,ek mwangi s kimani a mindila,False
"J Delfos, T Tan, B Veenendaal",1,citantes,j delfos t tan b veenendaal,False
"JH Hong, SY Ho",1,citantes,jh hong sy ho,False
"J Delfos, B Veenendaal, T Tan",1,citantes,j delfos b veenendaal t tan,False
"E López-ornelas, R Abascal-mena",1,citantes,e lopezornelas r abascalmena,False
"I Ali, SSA Shah",1,citantes,i ali ssa shah,False
T Fledderus,1,citantes,t fledderus,False
"FWA Bakr, NAA Sheikha, FN Al-madi",1,citantes,fwa bakr naa sheikha fn almadi,False
KG Chang,1,citantes,kg chang,False
"DH Liang, P Lii, DS Liang",1,citantes,dh liang p lii ds liang,False
A Blakey,1,citantes,a blakey,False
"J Jumadi, P Priyono",1,citantes,j jumadi p priyono,False
"MR Keyvanpour, M Javideh, MR Ebrahimi",1,citantes,mr keyvanpour m javideh mr ebrahimi,False
"MS da Silva, ER de Siqueira, O Teixeira",1,citantes,ms da silva er de siqueira o teixeira,False
"T Kittappa, S Mrithul Snehal, G Nithishka",1,citantes,t kittappa s mrithul snehal g nithishka,False
"T Kittappa, SM Snehal, J Amrutha, JJ Osborne",1,citantes,t kittappa sm snehal j amrutha jj osborne,False
"M Keyvanpour, M Javideh, MR Ebrahimi",1,citantes,m keyvanpour m javideh mr ebrahimi,False
JA Barceló,1,citantes,ja barcelo,False
PP de Curso,1,citantes,pp de curso,False
"J dos Santos Carvalho, MTP Santos",1,citantes,j dos santos carvalho mtp santos,False
"AL Brunozi, E de Martino, N Corradi, R Bafini, G Kelly",1,citantes,al brunozi e de martino n corradi r bafini g kelly,False
"G Giuliani, A Dubois, P Lacroix",1,citantes,g giuliani a dubois p lacroix,False
"R do Nascimento Fidalgo, VC Times",1,citantes,r do nascimento fidalgo vc times,False
"RG Healey, J Delve",1,citantes,rg healey j delve,False
"RL Fonseca, RN Fidalgo, J Silva",1,citantes,rl fonseca rn fidalgo j silva,False
P Lacroix,1,citantes,p lacroix,False
C Freksa,1,citantes,c freksa,False
"F Moreno, F Arango, R Fileto",1,citantes,f moreno f arango r fileto,False
G Giuliani,1,citantes,g giuliani,False
"AHA Halim, MA Ismail, SD Ravana",1,citantes,aha halim ma ismail sd ravana,False
"CE Hernández-simões, JP Cintra",1,citantes,ce hernandezsimoes jp cintra,False
VH Ernst,1,citantes,vh ernst,False
MA Ismail,1,citantes,ma ismail,False
R de Souza Alencar,1,citantes,r de souza alencar,False
"RW Gross, R Fileto",1,citantes,rw gross r fileto,False
"LA Souza, CA Davis, KAV Borges",1,citantes,la souza ca davis kav borges,False
"EG Barros, LA de Souza, RG Cota, KAV Borges",1,citantes,eg barros la de souza rg cota kav borges,False
"CA Davis Jr, KAV Borges, LA de Souza",1,citantes,ca davis jr kav borges la de souza,False
GML Teixeira,1,citantes,gml teixeira,False
"APD Aguiar, G Câmara, MIS Escada",1,citantes,apd aguiar g camara mis escada,False
"JC Moore, PC de Ruiter",1,citantes,jc moore pc de ruiter,False
"G Câmara, A Soterroni, F Ramos, A Carvalho",1,citantes,g camara a soterroni f ramos a carvalho,False
"F Fonseca, C Freitas, L Dutra, R Guimarães",1,citantes,f fonseca c freitas l dutra r guimaraes,False
"G Câmara, AM Monteiro, A Sposati",1,citantes,g camara am monteiro a sposati,False
"M Buurman, G Câmara, AY de Carvalho, J Jones",1,citantes,m buurman g camara ay de carvalho j jones,False
RV Maretto,1,citantes,rv maretto,False
S Ferreira Balieiro,1,citantes,s ferreira balieiro,False
"AL dos Santos Galvão, APD de Aguiar",1,citantes,al dos santos galvao apd de aguiar,False
"FGS Bezerra, L Vinhas, A Carvalho, RA de Souza",1,citantes,fgs bezerra l vinhas a carvalho ra de souza,False
E Nyanzu,1,citantes,e nyanzu,False
"LG Veras, PR de Andrade, G Câmara",1,citantes,lg veras pr de andrade g camara,False
"FTM Bedê, LV Dutra, S Sandri, C da Costa Freitas",1,citantes,ftm bede lv dutra s sandri c da costa freitas,False
LC Coelho,1,citantes,lc coelho,False
S Balieiro,1,citantes,s balieiro,False
SMK Yusuf,1,citantes,smk yusuf,False
ZMM Wang,1,citantes,zmm wang,False
"PR de Andrade, AMV Monteiro, G Camara",1,citantes,pr de andrade amv monteiro g camara,False
"A Santa Catarina, JR de Freitas Oliveira, AMV Monteiro",1,citantes,a santa catarina jr de freitas oliveira amv monteiro,False
TJ Vacari,1,citantes,tj vacari,False
"DB Neill, AW Moore, M Sabhnani",1,citantes,db neill aw moore m sabhnani,False
"H Fanaee‐t, J Gama",1,citantes,h fanaeet j gama,False
"VP Janeja, A Gangopadhyay",1,citantes,vp janeja a gangopadhyay,False
"R Kerkab, S Van Daele",1,citantes,r kerkab s van daele,False
"RS Purves, P Clough, CB Jones, MH Hall",1,citantes,rs purves p clough cb jones mh hall,False
"Y Liu, F Wang, C Kang, Y Gao, Y Lu",1,citantes,y liu f wang c kang y gao y lu,False
S Chakhar,1,citantes,s chakhar,False
"KAV Borges, AHF Laender, CB Medeiros",1,citantes,kav borges ahf laender cb medeiros,False
"E Drymonas, D Pfoser",1,citantes,e drymonas d pfoser,False
"A Angel, C Lontou, D Pfoser, A Efentakis",1,citantes,a angel c lontou d pfoser a efentakis,False
张雪英， 闾国年， 李伯秋， 陈文君,1,citantes,张雪英 闾国年 李伯秋 陈文君,False
"MEI Malaainine, H Rhinane, L Baidder",1,citantes,mei malaainine h rhinane l baidder,False
M de Arruda Pereira,1,citantes,m de arruda pereira,False
"AHF Laender, AS da Silva",1,citantes,ahf laender as da silva,False
N Ziviani,1,citantes,n ziviani,False
"NZES de Moura, AHF Laender, AS da Silva",1,citantes,nzes de moura ahf laender as da silva,False
JEC Tendero,1,citantes,jec tendero,False
"M Abel, JMB Cavalcanti, RA Ferreira, CA Heuser",1,citantes,m abel jmb cavalcanti ra ferreira ca heuser,False
"MS Jameel, TS Chingtham",1,citantes,ms jameel ts chingtham,False
"DW Goldberg, JP Wilson, CA Knoblock",1,citantes,dw goldberg jp wilson ca knoblock,False
"DW Goldberg, JP Wilson, CA Knoblock, B Ritz",1,citantes,dw goldberg jp wilson ca knoblock b ritz,False
"G Dumedah, G Eshun",1,citantes,g dumedah g eshun,False
G Dumedah,1,citantes,g dumedah,False
"DW Goldberg, MG Cockburn",1,citantes,dw goldberg mg cockburn,False
"D Martins, CA Davis Jr",1,citantes,d martins ca davis jr,False
"DW Goldberg, JP Wilson",1,citantes,dw goldberg jp wilson,False
J Lee,1,citantes,j lee,False
"A Chatterjee, J Anjaria, S Roy, A Ganguli",1,citantes,a chatterjee j anjaria s roy a ganguli,False
"A Javidaneh, F Karimipour, N Alinaghi",1,citantes,a javidaneh f karimipour n alinaghi,False
"S Burns, L Miranda-moreno",1,citantes,s burns l mirandamoreno,False
MS Alshammari,1,citantes,ms alshammari,False
"G Dumedah, NNY Binche, GM Bob-milliar",1,citantes,g dumedah nny binche gm bobmilliar,False
"M El Meseery, O Hoeber",1,citantes,m el meseery o hoeber,False
"L Morais, A Lopes, J Rocha, PJ Nogueira",1,citantes,l morais a lopes j rocha pj nogueira,False
K Clemens,1,citantes,k clemens,False
"AMV Monteiro, MS Carvalho, R Assunçao, W Vieira",1,citantes,amv monteiro ms carvalho r assuncao w vieira,False
"AHF Laender, KAV Borges, JCP Carvalho",1,citantes,ahf laender kav borges jcp carvalho,False
"D Freestone, D Williamson",1,citantes,d freestone d williamson,False
AO Alaba,1,citantes,ao alaba,False
"JY Lee, HY Kim",1,citantes,jy lee hy kim,False
"P Amet, D Sanchez",1,citantes,p amet d sanchez,False
"A Javidaneh, F Karimipour",1,citantes,a javidaneh f karimipour,False
"H Rezayan, J Sadidi, V Hosseini",1,citantes,h rezayan j sadidi v hosseini,False
GA Ecklu,1,citantes,ga ecklu,False
AH Maeda,1,citantes,ah maeda,False
"G Borruso, V Defend",1,citantes,g borruso v defend,False
Z Li,1,citantes,z li,False
GJ de Mattos Freire,1,citantes,gj de mattos freire,False
"F Karimipour, N Alinaghi, P Weiser, A Frank",1,citantes,f karimipour n alinaghi p weiser a frank,False
A Rosu,1,citantes,a rosu,False
吴运超， 牛铮， 黄茂军， 林文鹏,1,citantes,吴运超 牛铮 黄茂军 林文鹏,False
LAC Fajardo,1,citantes,lac fajardo,False
"L de Lima Gonçalves, M Ferreira",1,citantes,l de lima goncalves m ferreira,False
N Alinaghi,1,citantes,n alinaghi,False
L Miranda-moreno,1,citantes,l mirandamoreno,False
S Burns,1,citantes,s burns,False
"F Mata, S Levachkine",1,citantes,f mata s levachkine,False
"Y Wu, Z Niu",1,citantes,y wu z niu,False
M Robertsson,1,citantes,m robertsson,False
M Owusu-adjei,1,citantes,m owusuadjei,False
"SSK Baharin, NH Hassan, M Abd Aziz, Z Othman",1,citantes,ssk baharin nh hassan m abd aziz z othman,False
"S Thomas, DB Yudi",1,citantes,s thomas db yudi,False
"S Thomas, DBY Suyoto",1,citantes,s thomas dby suyoto,False
"جاویدانه, کریمی پور, فرید",1,citantes,جاویدانه کریمی پور فرید,False
D Mancini,1,citantes,d mancini,False
FA Marques,1,citantes,fa marques,False
"JAT de Oliveira Filho, FFF Peres",1,citantes,jat de oliveira filho fff peres,False
"SR de Sales Campos, AZ Martinhago",1,citantes,sr de sales campos az martinhago,False
"LA de Alcântara, LACM de Sá",1,citantes,la de alcantara lacm de sa,False
MC Ribeiro,1,citantes,mc ribeiro,False
"AMR Almeida, MIV Lima, JAF Macedo",1,citantes,amr almeida miv lima jaf macedo,False
"VRC Leite¹, EM Diniz¹, AC Silva, AC de Paiva¹",1,citantes,vrc leite1 em diniz1 ac silva ac de paiva1,False
"MR Manikandan, R Latha",1,citantes,mr manikandan r latha,False
"CUV Velha, CDEC da Computação, DL Ervatti",1,citantes,cuv velha cdec da computacao dl ervatti,False
"M Gattass, IM Coelho, JMVD Junior, VRC Leite",1,citantes,m gattass im coelho jmvd junior vrc leite,False
"L Jain, X Wu",1,citantes,l jain x wu,False
"S Jiang, BS Lee, Z He",1,citantes,s jiang bs lee z he,False
"MS Moran, BS Hutchinson, SE Marsh",1,citantes,ms moran bs hutchinson se marsh,False
CS Renschler,1,citantes,cs renschler,False
E de Souza Oliveira,1,citantes,e de souza oliveira,False
"BS Santos, RL Santos, SM Santo",1,citantes,bs santos rl santos sm santo,False
IA Barbosa,1,citantes,ia barbosa,False
GG Cardoso,1,citantes,gg cardoso,False
TS Reichert,1,citantes,ts reichert,False
"PC de Holanda Furtado, PRD Marinho",1,citantes,pc de holanda furtado prd marinho,False
T da Silva,1,citantes,t da silva,False
"CMR Barroso, JVF Neto",1,citantes,cmr barroso jvf neto,False
MH Shimabukuro,1,citantes,mh shimabukuro,False
MCF de Oliveira,1,citantes,mcf de oliveira,False
"RG Negri, EF Flores",1,citantes,rg negri ef flores,False
"JL de Kok, S Kofalk, J Berlekamp, B Hahn",1,citantes,jl de kok s kofalk j berlekamp b hahn,False
