id_geoinfo,ordem,autor_original,autor_padronizado,instituicao_original,instituicao_padronizada
8JMKD3MGPDW34P/43PL72H,4,"Santos, Carolina De Faria",Carolina De Faria Santos,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PL72H,5,"Oliveira, Lucas Maia De",Lucas Maia De Oliveira,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PL72H,6,"Monteiro, Antônio Miguel Vieira",Antônio Miguel Vieira Monteiro,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PL72H,7,"Amaral, Silvana",Silvana Amaral,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PLDDS,1,"Cardim, Luiz H. A.",Luiz H. A. Cardim,Universidade Tecnológica Federal do Paraná (UTFPR),Universidade Tecnológica Federal do Paraná (UTFPR)
8JMKD3MGPDW34P/43PLDDS,2,"Kozievitch, Nádia P.",Nádia P. Kozievitch,Universidade Tecnológica Federal do Paraná (UTFPR),Universidade Tecnológica Federal do Paraná (UTFPR)
8JMKD3MGPDW34P/43PLC5B,1,"Freitas, Lucas",Lucas Freitas,Universidade Federal de Campina Grande (UFCG),Universidade Federal de Campina Grande (UFCG)
8JMKD3MGPDW34P/43PLC5B,2,"Campelo, Claudio E. C.",Claudio E. C. Campelo,Universidade Federal de Campina Grande (UFCG),Universidade Federal de Campina Grande (UFCG)
8JMKD3MGPDW34P/43PLCC2,1,"Gromboni, Joăo F.",Joăo F. Gromboni,Department of Research and development– IDGeo – Agricultural intelligence,Department of Research and development– IDGeo – Agricultural intelligence
8JMKD3MGPDW34P/43PLCC2,2,"Pereira, Luíz H.",Luíz H. Pereira,Department of Research and development– IDGeo – Agricultural intelligence,Department of Research and development– IDGeo – Agricultural intelligence
8JMKD3MGPDW34P/43PLCC2,3,"Pulido, Javier",Javier Pulido,Department of Research and development– IDGeo – Agricultural intelligence,Department of Research and development– IDGeo – Agricultural intelligence
8JMKD3MGPDW34P/43PLCC2,4,"Toro, Ana P. S. G. D.",Ana P. S. G. D. Toro,Department of Research and development– IDGeo – Agricultural intelligence,Department of Research and development– IDGeo – Agricultural intelligence
8JMKD3MGPDW34P/43PLCC2,5,"Ferreira, Mateus V.",Mateus V. Ferreira,Department of Research and development– IDGeo – Agricultural intelligence,Department of Research and development– IDGeo – Agricultural intelligence
8JMKD3MGPDW34P/43PLD9E,1,"Maia, Pedro Henrique Costa",Pedro Henrique Costa Maia,Universidade Federal de Campina Grande (UFCG),Universidade Federal de Campina Grande (UFCG)
8JMKD3MGPDW34P/43PLD9E,2,"Campelo, Claudio E. C.",Claudio E. C. Campelo,Universidade Federal de Campina Grande (UFCG),Universidade Federal de Campina Grande (UFCG)
8JMKD3MGPDW34P/43PL798,1,"Medeiros, Gabriel F. B. de",Gabriel F. B. de Medeiros,Universidade de Brasília (UnB),Universidade de Brasília (UnB)
8JMKD3MGPDW34P/43PL798,2,"Degrossi, Lívia C.",Lívia C. Degrossi,Fundaçăo Getúlio Vargas (FGV),Fundaçăo Getúlio Vargas (FGV)
8JMKD3MGPDW34P/43PL798,3,"Holanda, Maristela",Maristela Holanda,Universidade de Brasília (UnB),Universidade de Brasília (UnB)
8JMKD3MGPDW34P/43PLBA5,1,"Nascimento, Helisson Luiz do",Helisson Luiz do Nascimento,Universidade Federal de Campina Grande (UFCG),Universidade Federal de Campina Grande (UFCG)
8JMKD3MGPDW34P/43PLBA5,2,"Baptista, Clįudio de Souza",Clįudio de Souza Baptista,Universidade Federal de Campina Grande (UFCG),Universidade Federal de Campina Grande (UFCG)
8JMKD3MGPDW34P/43PLBA5,3,"Andrade, Fabio Gomes de",Fabio Gomes de Andrade,Instituto Federal de Ciencia de Tecnologia da Paraķba (IFPB),Instituto Federal de Ciencia de Tecnologia da Paraķba (IFPB)
8JMKD3MGPDW34P/43PLBA5,4,"Santos, Leanderson Coelho dos",Leanderson Coelho dos Santos,Instituto Federal de Ciencia de Tecnologia da Paraķba (IFPB),Instituto Federal de Ciencia de Tecnologia da Paraķba (IFPB)
8JMKD3MGPDW34P/43PLBGP,1,"Paiva, Roberto U.",Roberto U. Paiva,Universidade Federal de Goiás (UFG),Universidade Federal de Goiás (UFG)
8JMKD3MGPDW34P/43PLBGP,2,"Oliveira, Savio S. T.",Savio S. T. Oliveira,Universidade Federal de Goiás (UFG),Universidade Federal de Goiás (UFG)
8JMKD3MGPDW34P/43PLBGP,3,"Pascoal, Luiz M. L.",Luiz M. L. Pascoal,Universidade Federal de Goiás (UFG),Universidade Federal de Goiás (UFG)
8JMKD3MGPDW34P/43PLBGP,4,"Parente, Leandro L.",Leandro L. Parente,Universidade Federal de Goiás (UFG),Universidade Federal de Goiás (UFG)
8JMKD3MGPDW34P/43PLBGP,5,"Martins, Wellington S.",Wellington S. Martins,Universidade Federal de Goiás (UFG),Universidade Federal de Goiás (UFG)
8JMKD3MGPDW34P/43PLCP5,1,"Rodrigues, Marcos Lima",Marcos Lima Rodrigues,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PLCP5,2,"Körting, Thales Sehn",Thales Sehn Körting,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PLCP5,3,"Queiroz, Gilberto Ribeiro de",Gilberto Ribeiro de Queiroz,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PLD2P,1,"Santos, Joăo Paulo Clarindo dos",Joăo Paulo Clarindo dos Santos,Universidade de Săo Paulo (USP),Universidade de Săo Paulo (USP)
8JMKD3MGPDW34P/43PLD2P,2,"Castro, Joăo Pedro de Carvalho",Joăo Pedro de Carvalho Castro,Universidade de Săo Paulo (USP),Universidade de Săo Paulo (USP)
8JMKD3MGPDW34P/43PLD2P,3,"Ciferri, Cristina Dutra de Aguiar",Cristina Dutra de Aguiar Ciferri,Universidade de Săo Paulo (USP),Universidade de Săo Paulo (USP)
8JMKD3MGPDW34P/43PR9PH,1,"Silva, Gabriel Máximo da",Gabriel Máximo da Silva,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PR9PH,2,"Adorno, Bruno Vargas",Bruno Vargas Adorno,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PR9PH,3,"Queiroz, Gilberto Ribeiro",Gilberto Ribeiro Queiroz,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PR9PH,4,"Körting, Thales Sehn",Thales Sehn Körting,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PR9PH,5,"Morelli, Fabiano",Fabiano Morelli,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PR9PH,6,"Amaral, Silvana",Silvana Amaral,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PR9PH,7,"Shimabukuro, Yosio Edemir",Yosio Edemir Shimabukuro,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PLBTS,1,"Vidal-Filho, Jarbas Nunes",Jarbas Nunes Vidal-Filho,Universidade Federal de Pernambuco (UFPE),Universidade Federal de Pernambuco (UFPE)
8JMKD3MGPDW34P/43PLBTS,2,"Times, Valéria Cesário",Valéria Cesário Times,Instituto Federal do Ceará (IFCE),Instituto Federal do Ceará (IFCE)
8JMKD3MGPDW34P/43PLBTS,3,"Lisboa-Filho, Jugurta",Jugurta Lisboa-Filho,Universidade Federal de Viçosa (UFV),Universidade Federal de Viçosa (UFV)
8JMKD3MGPDW34P/43PQPPE,1,"Carlos, Felipe Menino",Felipe Menino Carlos,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQPPE,2,"Gomes, Vitor C. F.",Vitor C. F. Gomes,Instituto de Estudos Avançados (IEAv),Instituto de Estudos Avançados (IEAv)
8JMKD3MGPDW34P/43PQPPE,3,"Queiroz, Gilberto Ribeiro de",Gilberto Ribeiro de Queiroz,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQPPE,4,"Ferreira, Karine Reis",Karine Reis Ferreira,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQPPE,5,"Santos, Rafael Duarte Coelho dos",Rafael Duarte Coelho dos Santos,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQUCS,1,"Cruz Júnior, José Ivan S. da",José Ivan S. da Cruz Júnior,Universidade Federal de Campina Grande (UFCG),Universidade Federal de Campina Grande (UFCG)
8JMKD3MGPDW34P/43PQUCS,2,"Campelo, Claudio E. C.",Claudio E. C. Campelo,Universidade Federal de Campina Grande (UFCG),Universidade Federal de Campina Grande (UFCG)
8JMKD3MGPDW34P/43PQPTS,1,"Cunha, Luis Felipe Bortolatto da",Luis Felipe Bortolatto da Cunha,Universidade Federal do ABC (UFABC),Universidade Federal do ABC (UFABC)
8JMKD3MGPDW34P/43PQPTS,2,"Pinho, Carolina Moutinho Duque de",Carolina Moutinho Duque de Pinho,Universidade Federal do ABC (UFABC),Universidade Federal do ABC (UFABC)
8JMKD3MGPDW34P/43PQPTS,3,"Feitosa, Flavia da Fonseca",Flavia da Fonseca Feitosa,Universidade Federal do ABC (UFABC),Universidade Federal do ABC (UFABC)
8JMKD3MGPDW34P/43PQSSS,1,"Dallaqua, Fernanda B. J. R.",Fernanda B. J. R. Dallaqua,Universidade Federal de São Paulo (UNIFESP),Universidade Federal de São Paulo (UNIFESP)
8JMKD3MGPDW34P/43PQSSS,2,"Fazenda, Ávaro L.",Ávaro L. Fazenda,Universidade Federal de São Paulo (UNIFESP),Universidade Federal de São Paulo (UNIFESP)
8JMKD3MGPDW34P/43PQSSS,3,"Faria, Fabio A.",Fabio A. Faria,,
8JMKD3MGPDW34P/43PQQTH,1,"Daltio, Jaudete",Jaudete Daltio,Empresa Brasileira de Pesquisa Agropecuaria (Embrapa),Empresa Brasileira de Pesquisa Agropecuaria (Embrapa)
8JMKD3MGPDW34P/43PQQTH,2,"Balan, Mário",Mário Balan,Empresa Brasileira de Pesquisa Agropecuaria (Embrapa),Empresa Brasileira de Pesquisa Agropecuaria (Embrapa)
8JMKD3MGPDW34P/43PQQTH,3,"Fonseca, Marcelo Fernando",Marcelo Fernando Fonseca,Empresa Brasileira de Pesquisa Agropecuaria (Embrapa),Empresa Brasileira de Pesquisa Agropecuaria (Embrapa)
8JMKD3MGPDW34P/43PQTUP,1,"Dorigueto, Lucas F",Lucas F Dorigueto,Universidade Federal de Vińosa (UFV),Universidade Federal de Vińosa (UFV)
8JMKD3MGPDW34P/43PQTUP,2,"Brumatti, Carlos H T",Carlos H T Brumatti,Universidade Federal de Vińosa (UFV),Universidade Federal de Vińosa (UFV)
8JMKD3MGPDW34P/43PQTUP,3,"Lisboa-Filho, Jugurta",Jugurta Lisboa-Filho,Universidade Federal de Vińosa (UFV),Universidade Federal de Vińosa (UFV)
8JMKD3MGPDW34P/43PR2H2,1,"Eiras, Denis Magalhăes de Almeida",Denis Magalhăes de Almeida Eiras,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PR2H2,2,"Pletsch, Mikhaela Aloisia Jessie Santos",Mikhaela Aloisia Jessie Santos Pletsch,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PR2H2,3,"Rodrigues, Marcos Lima",Marcos Lima Rodrigues,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PR2H2,4,"Ferreira, Karine Reis",Karine Reis Ferreira,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PR2H2,5,"Körting, Thales Sehn",Thales Sehn Körting,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PR25S,1,"Elleres, Frederyco Augusto Pereira",Frederyco Augusto Pereira Elleres,Universidade Federal Rural da Amazônia (UFRA),Universidade Federal Rural da Amazônia (UFRA)
8JMKD3MGPDW34P/43PR25S,2,"Caldeira, Carlos Rodrigo Tanajura",Carlos Rodrigo Tanajura Caldeira,Universidade Federal Rural da Amazônia (UFRA),Universidade Federal Rural da Amazônia (UFRA)
8JMKD3MGPDW34P/43PR25S,3,"Caldeira, Mayara Ortega",Mayara Ortega Caldeira,Universidade Federal Rural da Amazônia (UFRA),Universidade Federal Rural da Amazônia (UFRA)
8JMKD3MGPDW34P/43PR25S,4,"Graça, Alan José Salomăo",Alan José Salomăo Graça,Universidade do Estado do Rio de Janeiro (UERJ),Universidade do Estado do Rio de Janeiro (UERJ)
8JMKD3MGPDW34P/43PQUMP,1,"Gomes, Lorena de Moura Joia",Lorena de Moura Joia Gomes,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQUMP,2,"Ruiz, Isadora Haddad",Isadora Haddad Ruiz,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQUMP,3,"Queiroz, Gilberto Ribeiro de",Gilberto Ribeiro de Queiroz,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQUMP,4,"Korting, Thales Sehn",Thales Sehn Korting,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQUMP,5,"Gherardi, Douglas Francisco Marcolino",Douglas Francisco Marcolino Gherardi,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQUMP,6,"Galvăo, Lęnio Soares",Lęnio Soares Galvăo,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQU8E,1,"Jorge, Aurelienne Aparecida Souza",Aurelienne Aparecida Souza Jorge,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQU8E,2,"Costa, Izabelly Carvalho da",Izabelly Carvalho da Costa,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQU8E,3,"Santos, Leonardo B. L.",Leonardo B. L. Santos,Centro Nacional de Monitoramento e Alertas de Desastres Naturais (CEMADEN),Centro Nacional de Monitoramento e Alertas de Desastres Naturais (CEMADEN)
8JMKD3MGPDW34P/43PQTB2,1,"Leal Neto, Helvecio Bezerra",Helvecio Bezerra Leal Neto,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQTB2,2,"Almeida, Adriano Pereira",Adriano Pereira Almeida,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQTB2,3,"Calheiros, Alan James Peixoto",Alan James Peixoto Calheiros,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PR3A2,1,"Lucena, Felipe Rafael de Sá Menezes",Felipe Rafael de Sá Menezes Lucena,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PR3A2,2,"Escobar-Silva, Elton Vicente",Elton Vicente Escobar-Silva,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PR3A2,3,"Marujo, Rennan de Freitas Bezerra",Rennan de Freitas Bezerra Marujo,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PR3A2,4,"Zaglia, Matheus Cavassan",Matheus Cavassan Zaglia,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PR3A2,5,"Vinhas, Lubia",Lubia Vinhas,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PR3A2,6,"Ferreira, Karine Reis",Karine Reis Ferreira,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PR3A2,7,"Queiroz, Gilberto Ribeiro de",Gilberto Ribeiro de Queiroz,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PR2U5,1,"Oliveira, Joel P. de",Joel P. de Oliveira,Centro Gestor e Operacional do Sistema de Proteçăo da Amazônia (CENSIPAM),Centro Gestor e Operacional do Sistema de Proteçăo da Amazônia (CENSIPAM)
8JMKD3MGPDW34P/43PR2U5,2,"Costa, Marly G. F.",Marly G. F. Costa,Universidade Federal do Amazonas (UFAM),Universidade Federal do Amazonas (UFAM)
8JMKD3MGPDW34P/43PR2U5,3,"Costa Filho, Cícero F. F.",Cícero F. F. Costa Filho,Universidade Federal do Amazonas (UFAM),Universidade Federal do Amazonas (UFAM)
8JMKD3MGPDW34P/43PQPCB,1,"Oliveira, Matheus A. de",Matheus A. de Oliveira,Universidade Federal de Viçosa (UFV),Universidade Federal de Viçosa (UFV)
8JMKD3MGPDW34P/43PQPCB,2,"Menezes, Marcelo de M.",Marcelo de M. Menezes,Universidade Federal de Viçosa (UFV),Universidade Federal de Viçosa (UFV)
8JMKD3MGPDW34P/43PQPCB,3,"Magalhăes, Salles V. G. de",Salles V. G. de Magalhăes,Universidade Federal de Viçosa (UFV),Universidade Federal de Viçosa (UFV)
8JMKD3MGPDW34P/43PQPCB,4,"Coelho, Bruno F.",Bruno F. Coelho,Universidade Federal de Viçosa (UFV),Universidade Federal de Viçosa (UFV)
8JMKD3MGPDW34P/43PQRLH,1,"Oliveira, Catrine dos Santos",Catrine dos Santos Oliveira,Universidade Federal de Săo Joăo Del Rei (UFSJ),Universidade Federal de Săo Joăo Del Rei (UFSJ)
8JMKD3MGPDW34P/43PQRLH,2,"Perreira, Marconi de Arruda",Marconi de Arruda Perreira,Universidade Federal de Săo Joăo Del Rei (UFSJ),Universidade Federal de Săo Joăo Del Rei (UFSJ)
8JMKD3MGPDW34P/43PQSDH,1,"Ribeiro, Renata Maciel",Renata Maciel Ribeiro,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQSDH,2,"Queiroz, Leonardo R.",Leonardo R. Queiroz,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQSDH,3,"Ribeiro, Luigi M.",Luigi M. Ribeiro,Universidade Estadual do Rio de Janeiro (UERJ),Universidade Estadual do Rio de Janeiro (UERJ)
8JMKD3MGPDW34P/43PQSDH,4,"Andrade, Pedro Ribeiro de",Pedro Ribeiro de Andrade,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQSDH,5,"Amaral, Silvana",Silvana Amaral,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQQ9P,1,"Ruiz, Isadora Haddad",Isadora Haddad Ruiz,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQQ9P,2,"Simőes, Philipe S.",Philipe S. Simőes,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQQ9P,3,"Silva, Gabriel M. da",Gabriel M. da Silva,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQQ9P,4,"Dutra, Andeise Cerqueira",Andeise Cerqueira Dutra,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQQ9P,5,"Shimabukuro, Yosio Edemir",Yosio Edemir Shimabukuro,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQQ9P,6,"Fonseca, Leila Maria Garcia",Leila Maria Garcia Fonseca,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQQ9P,7,"Galvăo, Lęnio Soares",Lęnio Soares Galvăo,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQRDS,1,"Souza, Fernando X. De",Fernando X. De Souza,Universidade Tecnologica Federal do Paraná (UTFPR),Universidade Tecnologica Federal do Paraná (UTFPR)
8JMKD3MGPDW34P/43PQRDS,2,"Bauer, Paulo R.",Paulo R. Bauer,Universidade Tecnologica Federal do Paraná (UTFPR),Universidade Tecnologica Federal do Paraná (UTFPR)
8JMKD3MGPDW34P/43PQRDS,3,"Fonseca, Keiko",Keiko Fonseca,Universidade Tecnologica Federal do Paraná (UTFPR),Universidade Tecnologica Federal do Paraná (UTFPR)
8JMKD3MGPDW34P/43PQRDS,4,"Gadda, Tatiana",Tatiana Gadda,Universidade Tecnologica Federal do Paraná (UTFPR),Universidade Tecnologica Federal do Paraná (UTFPR)
8JMKD3MGPDW34P/43PQRDS,5,"Berardi, Rita",Rita Berardi,Universidade Tecnologica Federal do Paraná (UTFPR),Universidade Tecnologica Federal do Paraná (UTFPR)
8JMKD3MGPDW34P/43PQRDS,6,"Kozievitch, Nádia P.",Nádia P. Kozievitch,Universidade Tecnologica Federal do Paraná (UTFPR),Universidade Tecnologica Federal do Paraná (UTFPR)
8JMKD3MGPDW34P/43PQTN5,1,"Terra, Talita Nogueira",Talita Nogueira Terra,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ),Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ)
8JMKD3MGPDW34P/43PQTN5,2,"Luciano, Ana Cláudia dos Santos",Ana Cláudia dos Santos Luciano,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ),Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ)
8JMKD3MGPDW34P/43PQTN5,3,"Esquerdo, Júlio César Dalla Mora",Júlio César Dalla Mora Esquerdo,Empresa Brasileira de Pesquisa Agropecuaria (Embrapa),Empresa Brasileira de Pesquisa Agropecuaria (Embrapa)
8JMKD3MGPDW34P/43PQTN5,4,"Coutinho, Alexandre Camargo",Alexandre Camargo Coutinho,Empresa Brasileira de Pesquisa Agrecuária (EMBRAPA),Empresa Brasileira de Pesquisa Agrecuária (EMBRAPA)
8JMKD3MGPDW34P/43PQTN5,5,"Antunes, Joăo Francisco Gonçalves",Joăo Francisco Gonçalves Antunes,Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)
8JMKD3MGPDW34P/43PQTN5,6,"Santos, Joăo Luís dos",Joăo Luís dos Santos,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ),Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ)
8JMKD3MGPDW34P/43PQTN5,7,"Bertolo, Lídia Sanches",Lídia Sanches Bertolo,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ),Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ)
8JMKD3MGPDW34P/43PQQLS,1,"Uehara, Tatiana Dias Tardelli",Tatiana Dias Tardelli Uehara,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PQQLS,2,"Camargo, Eduardo Celso Gerbi",Eduardo Celso Gerbi Camargo,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
