id_geoinfo,ordem,autor_original,autor_padronizado,instituicao_original,instituicao_padronizada
8JMKD3MGPDW34P/487MFNP,2,"Santos, Leonardo Bacelar Lima",Leonardo Bacelar Lima Santos,Centro Nacional de Monitoramento e Alerta de Desastres Naturais (CEMADEN),Centro Nacional de Monitoramento e Alerta de Desastres Naturais (CEMADEN)
8JMKD3MGPDW34P/487M9FS,1,"Velestegui-Montoya, Andres",Andres Velestegui-Montoya,ESPOL Polytechnic University - Guayaquil,ESPOL Polytechnic University - Guayaquil
8JMKD3MGPDW34P/487M9FS,2,"Marquez, Juliana O.",Juliana O. Marquez,Universidade Federal de Săo Paulo (UNIFESP),Universidade Federal de Săo Paulo (UNIFESP)
8JMKD3MGPDW34P/487M9FS,3,"Guerrero Cabrera, Geancarlo",Geancarlo Guerrero Cabrera,ESPOL Polytechnic University - Guayaquil,ESPOL Polytechnic University - Guayaquil
8JMKD3MGPDW34P/487M9FS,4,"Jaramillo Lindao, Yadira",Yadira Jaramillo Lindao,ESPOL Polytechnic University - Guayaquil,ESPOL Polytechnic University - Guayaquil
8JMKD3MGPDW34P/487M9FS,5,"Mora Araus, Malcon",Malcon Mora Araus,ESPOL Polytechnic University - Guayaquil,ESPOL Polytechnic University - Guayaquil
8JMKD3MGPDW34P/487MDGP,1,"Xaud, Felipe Abrahim Ramalho",Felipe Abrahim Ramalho Xaud,Universidade Estadual de Roraima (UERR),Universidade Estadual de Roraima (UERR)
8JMKD3MGPDW34P/487MDGP,2,"Pereira, Francisco Carlos de Lima",Francisco Carlos de Lima Pereira,Universidade Estadual de Roraima (UERR),Universidade Estadual de Roraima (UERR)
8JMKD3MGPDW34P/487MDGP,3,"Lima, Clenya Rejane Barros de",Clenya Rejane Barros de Lima,Universidade Estadual de Roraima (UERR),Universidade Estadual de Roraima (UERR)
8JMKD3MGPDW34P/487MDGP,4,"Silva, Wender Antônio da",Wender Antônio da Silva,Universidade Estadual de Roraima (UERR),Universidade Estadual de Roraima (UERR)
8JMKD3MGPDW34P/487MDGP,5,"Xaud, Haron Abrahim Magalhăes",Haron Abrahim Magalhăes Xaud,Empresa Brasileira de Pesquisa Agropecuária (Embrapa Roraima),Empresa Brasileira de Pesquisa Agropecuária (Embrapa Roraima)
8JMKD3MGPDW34P/487MH25,1,"Zipf, Alexander",Alexander Zipf,Heidelberg University,Heidelberg University
8JMKD3MGPDW34P/487MH25,2,"Butzer, Amandus",Amandus Butzer,Heidelberg Institute for Geoinformation Technology,Heidelberg Institute for Geoinformation Technology
8JMKD3MGPDW34P/487MH25,3,"Reinmuth, Marcel",Marcel Reinmuth,Heidelberg Institute for Geoinformation Technology,Heidelberg Institute for Geoinformation Technology
8JMKD3MGPDW34P/487MH25,4,"Auer, Michael",Michael Auer,Heidelberg Institute for Geoinformation Technology,Heidelberg Institute for Geoinformation Technology
8JMKD3MGPDW34P/487MH25,5,"Herfort, Benajamin",Benajamin Herfort,Heidelberg Institute for Geoinformation Technology,Heidelberg Institute for Geoinformation Technology
8JMKD3MGPDW34P/487MH25,6,"Rousell, Adam",Adam Rousell,Heidelberg Institute for Geoinformation Technology,Heidelberg Institute for Geoinformation Technology
8JMKD3MGPDW34P/487MH25,7,"Lautenbach, Sven",Sven Lautenbach,Heidelberg University,Heidelberg University
8JMKD3MGPDW34P/487MH25,8,"Gumbrich, Stefan",Stefan Gumbrich,Heidelberg Institute for Geoinformation Technology,Heidelberg Institute for Geoinformation Technology
8JMKD3MGPDW34P/45U7MDE,1,"Abubakar, Bello Abubakar",Bello Abubakar Abubakar,Nigerian Defence Academy,Nigerian Defence Academy
8JMKD3MGPDW34P/45U7MDE,2,"Abubakar, Sani Abubakar",Sani Abubakar Abubakar,Kaduna Polytechnic,Kaduna Polytechnic
8JMKD3MGPDW34P/45U7M92,1,"Almeida, Damiăo Ribeiro de",Damiăo Ribeiro de Almeida,Universidade Federal de Campina Grande (UFCG),Universidade Federal de Campina Grande (UFCG)
8JMKD3MGPDW34P/45U7M92,2,"Oliveira, Aillkeen Bezerra de",Aillkeen Bezerra de Oliveira,Universidade Federal de Campina Grande (UFCG),Universidade Federal de Campina Grande (UFCG)
8JMKD3MGPDW34P/45U7M92,3,"Vasconcelos, Samuel Pereira de",Samuel Pereira de Vasconcelos,Universidade Federal de Campina Grande (UFCG),Universidade Federal de Campina Grande (UFCG)
8JMKD3MGPDW34P/45U7M92,4,"Andrade, Fábio Gomes de",Fábio Gomes de Andrade,Instituto Federal da Paraíba (IFPB),Instituto Federal da Paraíba (IFPB)
8JMKD3MGPDW34P/45U7M92,5,"Baptista, Cláudio de Souza",Cláudio de Souza Baptista,Universidade Federal de Campina Grande (UFCG),Universidade Federal de Campina Grande (UFCG)
8JMKD3MGPDW34P/45U7M2B,1,"Ara·jo, Juliana de Abreu",Juliana de Abreu Ara·jo,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7M2B,2,"Freire, Allan Henrique Lima",Allan Henrique Lima Freire,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7M2B,3,"Silva, Ricardo Dal'Agnol da",Ricardo Dal'Agnol da Silva,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7M2B,4,"GalvŃo, LĻnio Soares",LĻnio Soares GalvŃo,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7LQS,1,"Coelho, Filipe Junio S.",Filipe Junio S. Coelho,Universidade Federal de Săo Joăo Del Rei (UFSJ),Universidade Federal de Săo Joăo Del Rei (UFSJ)
8JMKD3MGPDW34P/45U7LQS,2,"Pereira, Marconi de Arruda",Marconi de Arruda Pereira,Universidade Federal de Săo Joăo Del Rei (UFSJ),Universidade Federal de Săo Joăo Del Rei (UFSJ)
8JMKD3MGPDW34P/45U7LQS,3,"Davis Júnior, Clodoveu Augusto",Clodoveu Augusto Davis Júnior,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG)
8JMKD3MGPDW34P/45U7LQS,4,"Silva, Nată G.",Nată G. Silva,Universidade Federal de Săo Joăo Del Rei (UFSJ),Universidade Federal de Săo Joăo Del Rei (UFSJ)
8JMKD3MGPDW34P/45U7LQS,5,"Silva, Telles T. da",Telles T. da Silva,Universidade Federal de Săo Joăo Del Rei (UFSJ),Universidade Federal de Săo Joăo Del Rei (UFSJ)
8JMKD3MGPDW34P/45U7L9B,1,"Ferreira, Igor José Malfetoni",Igor José Malfetoni Ferreira,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7L9B,2,"Cantador, Debora Cristina",Debora Cristina Cantador,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7L9B,3,"Aragăo, Luiz Eduardo Oliveira e Cruz de",Luiz Eduardo Oliveira e Cruz de Aragăo,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7L9B,4,"Nagy, Laszlo K.",Laszlo K. Nagy,Universidade Estadual de Campinas (UNICAMP),Universidade Estadual de Campinas (UNICAMP)
8JMKD3MGPDW34P/45U7L2L,1,"França, Leandro L. S.",Leandro L. S. França,,
8JMKD3MGPDW34P/45U7L2L,2,"Pinheiro, Julierne",Julierne Pinheiro,,
8JMKD3MGPDW34P/45U7L2L,3,"Passos, Joel B.",Joel B. Passos,,
8JMKD3MGPDW34P/45U7L2L,4,"Portugal, José Luiz",José Luiz Portugal,,
8JMKD3MGPDW34P/45U7KGB,1,"Gino, VinĒcius L. S.",VinĒcius L. S. Gino,Universidade Estadual Paulista (UNESP),Universidade Estadual Paulista (UNESP)
8JMKD3MGPDW34P/45U7KGB,2,"Negri, Rogķrio G.",Rogķrio G. Negri,Universidade Estadual Paulista (UNESP),Universidade Estadual Paulista (UNESP)
8JMKD3MGPDW34P/45U7KGB,3,"Souza, Felipe N.",Felipe N. Souza,Universidade Estadual Paulista (UNESP),Universidade Estadual Paulista (UNESP)
8JMKD3MGPDW34P/45U7KBS,1,"Gonçalves, Heron Carlos",Heron Carlos Gonçalves,Universidade Tecnológica Federal do Paraná (UTFPR),Universidade Tecnológica Federal do Paraná (UTFPR)
8JMKD3MGPDW34P/45U7KBS,2,"Carniel, Anderson Chaves",Anderson Chaves Carniel,Universidade Federal de Săo Carlos (UFSCar),Universidade Federal de Săo Carlos (UFSCar)
8JMKD3MGPDW34P/45U7K7E,1,"Guarenghi, Marjorie M.",Marjorie M. Guarenghi,Universidade Estadual de Campinas (UNICAMP),Universidade Estadual de Campinas (UNICAMP)
8JMKD3MGPDW34P/45U7K7E,2,"Santos, Joăo Luís",Joăo Luís Santos,GeoMeridium,GeoMeridium
8JMKD3MGPDW34P/45U7K7E,3,"Walter, Arnaldo",Arnaldo Walter,Universidade Estadual de Campinas (UNICAMP),Universidade Estadual de Campinas (UNICAMP)
8JMKD3MGPDW34P/45U7K7E,4,"Rocha, Jansle V.",Jansle V. Rocha,Universidade Estadual de Campinas (UNICAMP),Universidade Estadual de Campinas (UNICAMP)
8JMKD3MGPDW34P/45U7K7E,5,"Seabra, Joaquim E. A.",Joaquim E. A. Seabra,Universidade Estadual de Campinas (UNICAMP),Universidade Estadual de Campinas (UNICAMP)
8JMKD3MGPDW34P/45U7K7E,6,"Vieira, Nathália D. B.",Nathália D. B. Vieira,Universidade Estadual de Campinas (UNICAMP),Universidade Estadual de Campinas (UNICAMP)
8JMKD3MGPDW34P/45U7K7E,7,"Damame, Desirče",Desirče Damame,Universidade Estadual de Campinas (UNICAMP),Universidade Estadual de Campinas (UNICAMP)
8JMKD3MGPDW34P/45U7JRH,1,"Guimarăes, Pedro Vitor Duarte",Pedro Vitor Duarte Guimarăes,Universidade Federal de Săo Joăo Del Rei (UFSJ),Universidade Federal de Săo Joăo Del Rei (UFSJ)
8JMKD3MGPDW34P/45U7JRH,2,"Pereira, Marconi de Arruda",Marconi de Arruda Pereira,Universidade Federal de Săo Joăo Del Rei (UFSJ),Universidade Federal de Săo Joăo Del Rei (UFSJ)
8JMKD3MGPDW34P/45U7JRH,3,"Teixeira, Emmanuel Kennedy da Costa",Emmanuel Kennedy da Costa Teixeira,Universidade Federal de Săo Joăo Del Rei (UFSJ),Universidade Federal de Săo Joăo Del Rei (UFSJ)
8JMKD3MGPDW34P/45U7JRH,4,"Davis Júnior, Clodoveu Augusto",Clodoveu Augusto Davis Júnior,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG)
8JMKD3MGPDW34P/45U7JRH,5,"Pujatti, Mario Arthur Sclafani",Mario Arthur Sclafani Pujatti,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG)
8JMKD3MGPDW34P/45U7H3L,1,"Miranda, Mateus de Souza",Mateus de Souza Miranda,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7H3L,2,"Maximiano, Renato de Sousa",Renato de Sousa Maximiano,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7H3L,3,"Santiago Jºnior, Valdivino Alexandre de",Valdivino Alexandre de Santiago Jºnior,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7H3L,4,"K—rting, Thales Sehn",Thales Sehn K—rting,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7H3L,5,"Fonseca, Leila Maria Garcia",Leila Maria Garcia Fonseca,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7JC8,1,"Pacheco, Téhrrie Caroline Konig Ferraz",Téhrrie Caroline Konig Ferraz Pacheco,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7JC8,2,"Kux, Hermann Johann Heinrich",Hermann Johann Heinrich Kux,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7JC8,3,"Corsi, Alessandra C.",Alessandra C. Corsi,Instituto de Pesquisas Tecnológicas (IPT),Instituto de Pesquisas Tecnológicas (IPT)
8JMKD3MGPDW34P/45U7GS8,1,"Pinheiro, Karine",Karine Pinheiro,Universidade Federal de Viçosa (UFV),Universidade Federal de Viçosa (UFV)
8JMKD3MGPDW34P/45U7GS8,2,"Lana, Gabriela Gouveia",Gabriela Gouveia Lana,Universidade Federal de Viçosa (UFV),Universidade Federal de Viçosa (UFV)
8JMKD3MGPDW34P/45U7GS8,3,"Andrade, Laura",Laura Andrade,Universidade Federal de Viçosa (UFV),Universidade Federal de Viçosa (UFV)
8JMKD3MGPDW34P/45U7GS8,4,"Ferreira, Ítalo Oliveira",Ítalo Oliveira Ferreira,Universidade Federal de Viçosa (UFV),Universidade Federal de Viçosa (UFV)
8JMKD3MGPDW34P/45U7GAL,1,"Schumacher, Vanúcia",Vanúcia Schumacher,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7GAL,2,"Barros, Marco Aurélio",Marco Aurélio Barros,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7FN5,1,"Silva, Marcos A. S. da",Marcos A. S. da Silva,Embrapa Tabuleiros Costeiros,Embrapa Tabuleiros Costeiros
8JMKD3MGPDW34P/45U7FN5,2,"Matos, Leonardo N.",Leonardo N. Matos,Universidade Federal de Sergipe (UFS),Universidade Federal de Sergipe (UFS)
8JMKD3MGPDW34P/45U7FN5,3,"Santos, Flßvio Emanuel de O.",Flßvio Emanuel de O. Santos,Universidade Federal de Sergipe (UFS),Universidade Federal de Sergipe (UFS)
8JMKD3MGPDW34P/45U7FN5,4,"Moura, Fßbio R. de",Fßbio R. de Moura,Universidade Federal de Sergipe (UFS),Universidade Federal de Sergipe (UFS)
8JMKD3MGPDW34P/45U7FN5,5,"Dompieri, Mßcia H. G.",Mßcia H. G. Dompieri,Embrapa Territorial,Embrapa Territorial
8JMKD3MGPDW34P/45U7G68,1,"Simőes, Philipe Souza",Philipe Souza Simőes,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7G68,2,"Sousa Júnior, Marionei Fomaca de",Marionei Fomaca de Sousa Júnior,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7G68,3,"Hoffmann, Tânia Beatriz",Tânia Beatriz Hoffmann,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7G68,4,"Fonseca, Leila Maria Garcia",Leila Maria Garcia Fonseca,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7G68,5,"Sant'Anna, Sidnei Joăo Siqueira",Sidnei Joăo Siqueira Sant'Anna,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7G68,6,"Shimabukuro, Yosio Edemir",Yosio Edemir Shimabukuro,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7G68,7,"Bendini, Hugo do Nascimento",Hugo do Nascimento Bendini,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7CLS,1,"Souza, Felipe N.",Felipe N. Souza,Universidade Estadual Paulista (UNESP),Universidade Estadual Paulista (UNESP)
8JMKD3MGPDW34P/45U7CLS,2,"Negri, Rogério G.",Rogério G. Negri,Universidade Estadual Paulista (UNESP),Universidade Estadual Paulista (UNESP)
8JMKD3MGPDW34P/45U7CLS,3,"Gino, Vinķcius L. S.",Vinķcius L. S. Gino,Universidade Estadual Paulista (UNESP),Universidade Estadual Paulista (UNESP)
8JMKD3MGPDW34P/45U7CLS,4,"Maselli, Luccas Z.",Luccas Z. Maselli,Universidade Estadual Paulista (UNESP),Universidade Estadual Paulista (UNESP)
8JMKD3MGPDW34P/45U7C7H,1,"Vestena, Kauę de Moraes",Kauę de Moraes Vestena,Universidade Federal do Paraná (UFPR),Universidade Federal do Paraná (UFPR)
8JMKD3MGPDW34P/45U7C7H,2,"Antonio, Nathan Damas",Nathan Damas Antonio,Universidade Federal do Paraná (UFPR),Universidade Federal do Paraná (UFPR)
8JMKD3MGPDW34P/45U7C7H,3,"Padilha, Gabriela",Gabriela Padilha,Universidade Federal do Paraná (UFPR),Universidade Federal do Paraná (UFPR)
8JMKD3MGPDW34P/45U7C7H,4,"Molina, Cyntia Virolli Cid",Cyntia Virolli Cid Molina,Universidade de Săo Paulo (USP),Universidade de Săo Paulo (USP)
8JMKD3MGPDW34P/45U7C7H,5,"Teixeira, Ariely Mayara de Albuquerque",Ariely Mayara de Albuquerque Teixeira,Universidade Federal de Pernambuco (UFPE),Universidade Federal de Pernambuco (UFPE)
8JMKD3MGPDW34P/45U7C7H,6,"Camboim, Silvana Phillippi",Silvana Phillippi Camboim,Universidade Federal do Paraná (UFPR),Universidade Federal do Paraná (UFPR)
8JMKD3MGPDW34P/45U7LJ8,1,"Côrtes, Julia Corręa",Julia Corręa Côrtes,Universidade Estadual de Campinas (UNICAMP),Universidade Estadual de Campinas (UNICAMP)
8JMKD3MGPDW34P/45U7LJ8,2,"Alves, José Diego Gobbo",José Diego Gobbo Alves,Universidade Estadual de Campinas (UNICAMP),Universidade Estadual de Campinas (UNICAMP)
8JMKD3MGPDW34P/45U7LJ8,3,"D'Antona, Álvaro de Oliveira",Álvaro de Oliveira D'Antona,Universidade Estadual de Campinas (UNICAMP),Universidade Estadual de Campinas (UNICAMP)
8JMKD3MGPDW34P/45U7LDP,1,"Ermgassen, Erasumus zu",Erasumus zu Ermgassen,UCLouvain,UCLouvain
8JMKD3MGPDW34P/45U7LDP,2,"Ribeiro, Vivian",Vivian Ribeiro,Stockholm Environment Institute,Stockholm Environment Institute
8JMKD3MGPDW34P/45U7LDP,3,"Meyfroidt, Patrick",Patrick Meyfroidt,UCLouvain,UCLouvain
8JMKD3MGPDW34P/45U7KLP,1,"Giehl, Samoel",Samoel Giehl,Universidade Federal do Paraná (UFPR),Universidade Federal do Paraná (UFPR)
8JMKD3MGPDW34P/45U7KLP,2,"Dalazoana, Regiane",Regiane Dalazoana,Universidade Federal do Paraná (UFPR),Universidade Federal do Paraná (UFPR)
8JMKD3MGPDW34P/45U7KLP,3,"Santana, Túlio Alves",Túlio Alves Santana,Instituto Federal de Mato Grosso (IFMT),Instituto Federal de Mato Grosso (IFMT)
8JMKD3MGPDW34P/45U7JJS,1,"Jacon, Aline Daniele",Aline Daniele Jacon,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7JJS,2,"Escada, Maria Isabel Sobral",Maria Isabel Sobral Escada,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7JJS,3,"Silva, Ricardo Dal'Agnol da",Ricardo Dal'Agnol da Silva,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7JJS,4,"Galvăo, Lęnio Soares",Lęnio Soares Galvăo,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7J5H,1,"Krauss, Peter",Peter Krauss,Instituto de Tecnologias Geo-Sociais AddressForAll,Instituto de Tecnologias Geo-Sociais AddressForAll
8JMKD3MGPDW34P/45U7J5H,2,"Cunha, Luis Felipe Bortolatto da",Luis Felipe Bortolatto da Cunha,Universidade Federal do ABC (UFABC),Universidade Federal do ABC (UFABC)
8JMKD3MGPDW34P/45U7J5H,3,"Jean, Thierry",Thierry Jean,Instituto de Tecnologias Geo-Sociais AddressForAll,Instituto de Tecnologias Geo-Sociais AddressForAll
8JMKD3MGPDW34P/45U7HU5,1,"Lima, Thainara Munhoz Alexandre de",Thainara Munhoz Alexandre de Lima,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7HU5,2,"Carvalho, Romulo Marques",Romulo Marques Carvalho,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7HU5,3,"Sutil, Ueslei Adriano",Ueslei Adriano Sutil,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7HU5,4,"Almeida, Cláudia Maria de",Cláudia Maria de Almeida,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7HU5,5,"Barbosa, Cláudio Clemente Faria",Cláudio Clemente Faria Barbosa,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7HU5,6,"Körting, Thales Sehn",Thales Sehn Körting,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7HU5,7,"Queiroz, Gilberto Ribeiro de",Gilberto Ribeiro de Queiroz,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7HK8,1,"Martins, Guilherme",Guilherme Martins,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7HK8,2,"Morelli, Fabiano",Fabiano Morelli,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7HK8,3,"Macul, Mateus de Souza",Mateus de Souza Macul,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7HK8,4,"Cunha, Paulo W. Pinto da",Paulo W. Pinto da Cunha,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7HAB,1,"Medeiros, Thais de",Thais de Medeiros,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7HAB,2,"Santos, Bruno dos",Bruno dos Santos,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7HAB,3,"Oliveira, Gilberto Eidi Teramoto",Gilberto Eidi Teramoto Oliveira,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7HAB,4,"Körting, Thales Sehn",Thales Sehn Körting,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7HAB,5,"Queiroz, Gilberto Ribeiro de",Gilberto Ribeiro de Queiroz,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7GMP,1,"Santana, Ingrid L.",Ingrid L. Santana,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG)
8JMKD3MGPDW34P/45U7GMP,2,"Pinheiro, Michele Brito",Michele Brito Pinheiro,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG)
8JMKD3MGPDW34P/45U7GMP,3,"Nicolau, Luci A.",Luci A. Nicolau,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG)
8JMKD3MGPDW34P/45U7GMP,4,"Davis Júnior, Clodoveu A.",Clodoveu A. Davis Júnior,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG)
8JMKD3MGPDW34P/45U7CTH,1,"Silva, Gabriel Lucas Xavier da",Gabriel Lucas Xavier da Silva,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7CTH,2,"Gomes, Lorena de Moura Joia",Lorena de Moura Joia Gomes,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7CTH,3,"Kampel, Milton",Milton Kampel,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7CTH,4,"Gherardi, Douglas Francisco Marcolino",Douglas Francisco Marcolino Gherardi,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/45U7CE8,1,"Suraci, Stefano S.",Stefano S. Suraci,Instituto Militar de Engenharia (IME),Instituto Militar de Engenharia (IME)
8JMKD3MGPDW34P/45U7CE8,2,"Goldschmidt, Ronaldo R.",Ronaldo R. Goldschmidt,Instituto Militar de Engenharia (IME),Instituto Militar de Engenharia (IME)
8JMKD3MGPDW34P/45U7CE8,3,"Oliveira, Leonardo C.",Leonardo C. Oliveira,Instituto Militar de Engenharia (IME),Instituto Militar de Engenharia (IME)
8JMKD3MGPDW34P/45U7CE8,4,"Klein, Ivandro",Ivandro Klein,Universidade Federal do Paraná (UFPR),Universidade Federal do Paraná (UFPR)
8JMKD3MGPDW34P/43PLBM8,1,"Alves, Vinícius H. A.",Vinícius H. A. Alves,Universidade Federal de Sao Joao del-Rei (UFJR),Universidade Federal de Sao Joao del-Rei (UFJR)
8JMKD3MGPDW34P/43PLBM8,2,"Pereira, Marconi A.",Marconi A. Pereira,Universidade Federal de Sao Joao del-Rei (UFJR),Universidade Federal de Sao Joao del-Rei (UFJR)
8JMKD3MGPDW34P/43PL7FS,1,"Barros, Thierry Silva",Thierry Silva Barros,Universidade Federal de Campina Grande (UFCG),Universidade Federal de Campina Grande (UFCG)
8JMKD3MGPDW34P/43PL7FS,2,"Campelo, Claudio E. C.",Claudio E. C. Campelo,Universidade Federal de Campina Grande (UFCG),Universidade Federal de Campina Grande (UFCG)
8JMKD3MGPDW34P/43PL72H,1,"Bragion, Gabriel Da Rocha",Gabriel Da Rocha Bragion,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PL72H,2,"Gonçalves, Gabriel C.",Gabriel C. Gonçalves,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/43PL72H,3,"Dal'Asta, Ana Paula",Ana Paula Dal'Asta,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
